name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Mariele Dannohl,751 Prentice Avenue,2795380,6,5,1996,186
Winifield Khomishin,3788 Petterle Junction,1305039,5,8,2135,1403
Celestine Scowcroft,19583 Rieder Terrace,3095246,6,5,732,711
North Tinniswood,385 Oak Hill,982167,8,1,4259,1353
Shay Pateman,6 Sunnyside Circle,4824699,5,3,585,2201
Bird Dearnley,6265 Annamark Crossing,1405603,6,6,1787,2069
Far Mounch,4 Di Loreto Way,764493,2,0,2318,1874
Tybalt Sunnucks,62 Marcy Pass,3113657,1,7,2169,698
Ingeborg Copas,7386 Green Ridge Alley,4078036,8,0,5498,3180
Babette Jordison,7230 Buhler Parkway,3027880,7,8,5250,1037
Elene Feathers,57 Moulton Circle,2761734,2,7,345,163
Eleanore Nairne,05 2nd Street,851309,2,7,1379,2773
Ervin Tapsell,21 Westridge Lane,3487310,8,2,456,1796
Addie Mourgue,411 Springs Place,4277721,0,2,943,1924
Barthel Guage,7341 Fallview Pass,3972576,3,7,5490,516
Adda Kaasman,439 Erie Court,4431769,1,2,1684,1393
Marlena Harrowing,6 Fisk Crossing,4377003,7,4,3193,34
Mandel Perazzo,76124 Huxley Crossing,2097328,7,3,4252,1964
Kincaid Tarbin,85 Chinook Terrace,1872468,7,0,3394,2146
Veriee Wheatman,3035 Roth Point,4122975,7,0,700,3172
Bronson Waber,14761 Tomscot Hill,1898100,1,1,177,809
Harley Bilofsky,154 Almo Circle,898428,0,4,3820,1213
Garrik Roderigo,55 Sugar Place,2785920,6,7,3250,3211
Hendrick Lawrenz,641 Jackson Terrace,1440527,4,0,1683,672
Rochester Antowski,7479 Dixon Alley,3582092,5,6,3961,1273
Uriah Huffa,4468 Montana Alley,956145,5,0,2713,1576
Yance Djurkovic,71 Fieldstone Parkway,4316670,7,2,3566,703
Lorie Fawdrey,3318 Rutledge Hill,1787786,7,2,5499,3376
Allix Rennels,2 Gulseth Road,4716316,5,1,1699,2957
Ossie Frankom,25 Crownhardt Alley,3028024,1,8,3584,2728
Ianthe Pandey,598 Orin Street,4563611,1,8,1443,3112
Arabele Dearell,93402 Cody Junction,4404021,7,2,2187,78
Lea Rogger,509 Gale Road,383987,4,7,1795,101
Abra Pauley,654 Mcbride Park,839509,5,6,5400,1209
Forrester Paszek,8359 Dryden Pass,4335311,5,2,1343,1550
Lynnea Hundall,37433 Lawn Way,3679565,2,1,2542,2473
Bengt Bramhall,63 Pond Park,4344349,2,1,1626,764
Mickey Beavers,7811 Hoffman Place,4150411,5,8,137,941
Nara Colles,35416 Claremont Plaza,3990056,8,7,3061,780
Meta Jeanesson,0 Amoth Junction,764332,7,7,2077,1381
Sashenka Crowson,59 Toban Terrace,3647281,6,0,3932,1767
Norean Gull,89936 Buhler Circle,617447,1,1,6,207
Keelby Livingstone,138 Saint Paul Junction,4501500,2,4,5103,3164
Allix Belderfield,492 Lillian Drive,4609841,2,2,3049,2168
Nehemiah Monte,00 Farwell Road,4028457,0,2,1285,2047
Nissa Stepto,2 Pine View Point,3565697,8,3,2661,608
Lilllie Thurlow,269 Nelson Hill,2665505,2,6,4637,2463
Enrica Luis,89 Chinook Street,3544658,4,8,3211,1871
Vinnie Elsop,39797 Daystar Way,2294496,5,6,2242,515
Annalee Stolting,7012 Sunbrook Place,788468,4,2,5399,2263
Andrej Greave,3 Rowland Circle,1378243,5,7,2793,3458
Diana Grimestone,68 Heffernan Pass,1015469,6,8,4421,2070
Pippy Munnings,999 Melby Junction,3025133,7,2,5225,925
Theadora Avrahamof,12051 Birchwood Drive,517038,6,0,5138,510
Maggie Elderton,1 Crownhardt Terrace,760319,3,7,3431,1698
Brion Babcock,4 Amoth Hill,2181667,0,5,1647,1426
Domenic Rosthorn,59647 Bobwhite Alley,4909867,8,1,4233,1015
Adriana Rippin,524 Eliot Plaza,2495538,5,0,4139,3369
Parrnell Blowfelde,4405 Esker Plaza,4480128,7,2,3255,3200
Georges Kitman,90 Saint Paul Park,485304,4,3,2057,1728
Joeann Matresse,3577 Corben Way,3486909,5,4,111,1362
Derrek Beynke,7 Nobel Parkway,2653319,7,5,2024,2011
Mel Robeiro,4287 Becker Plaza,2229075,2,0,1148,1323
Halimeda Pinnigar,7 New Castle Way,4125464,0,1,3898,602
Keelia Honywill,76636 Walton Center,636994,4,2,4716,3051
Morgan Rickett,955 Brown Way,512933,2,2,931,1504
Aloysius Broadfoot,32 Eagan Terrace,4669207,1,7,580,2285
Winni Jime,552 Ruskin Crossing,3735515,2,3,598,1010
Rudolfo Rickets,9 Lighthouse Bay Alley,2054609,5,6,1161,1636
Rosaleen Salsbury,4 Morrow Place,4982442,7,4,356,3089
Irvin Regelous,0 Eagle Crest Place,2040520,4,5,1834,256
Jessamyn Urpeth,3 Del Sol Pass,3266609,5,7,792,1506
Hal Alyokhin,787 Carioca Court,4579199,5,7,700,1316
Eberto Billinge,271 Morning Junction,364190,8,5,2362,977
Meggy Ulyat,73 John Wall Alley,2189362,4,6,2231,1516
Barny Pumphreys,18945 Thompson Parkway,3461501,0,2,2114,1049
Missy Burns,02456 Dryden Parkway,2584341,6,4,1306,3252
Gwyn Pollicott,91121 Main Drive,816893,4,5,270,262
Kathi Takkos,0202 Eggendart Drive,3141898,5,2,3983,2710
Minna O' Hanvey,23 Lakewood Gardens Way,3937786,3,8,739,3393
Sonny Tremoille,4223 Veith Alley,4790194,3,1,4942,838
Berthe Epps,1404 Norway Maple Trail,3116607,0,1,1777,471
Inness McElvogue,225 Nancy Parkway,1936987,2,3,2316,1763
Joellen Giacomasso,5 Eastlawn Drive,1522177,5,7,2568,1343
Graehme Ridings,33 Westerfield Lane,4172313,4,8,1780,3185
Brear Felgate,4799 Carberry Center,2645917,3,5,5349,254
Wandie Larcombe,43852 Katie Place,2236818,4,5,4669,3262
Marja Mattiuzzi,84174 Coolidge Junction,2227009,0,1,1919,2067
Georgianne Worboys,935 Rigney Junction,2935383,3,1,4110,915
Abbott Casford,6 Merry Parkway,257795,6,1,414,2417
Jarrid Penwarden,19560 Hermina Terrace,2059815,0,5,2810,1044
Jobina Yorath,280 Golf View Terrace,2590175,5,1,1543,2403
Faber Abbotts,9319 Mccormick Terrace,3695771,8,0,1277,1513
Tabb Kitchingman,79956 Brown Road,3380035,6,1,4357,1033
Gino Gaskill,7 Vidon Way,2025786,1,3,4855,520
Mart Dellenbach,0135 Coleman Crossing,1847675,8,7,2653,3153
Nap Hakking,8012 Debra Alley,2456845,7,4,2460,944
Esme Casine,942 School Avenue,4895652,7,8,4828,2231
Marco Wilmot,90297 Del Sol Parkway,1655531,8,6,3628,630
Scotty Cesco,102 Truax Crossing,3451990,0,6,1715,1804
Kori Auld,039 Fulton Street,308339,7,5,1128,2945
Adrian Sherland,43 Graceland Street,4963468,1,3,872,401
Em McCready,27080 Rowland Road,1917801,0,8,4261,974
Marshall Van Vuuren,2168 Northview Hill,3198846,5,7,495,2979
Clayborne Szwandt,43201 David Alley,3962114,5,2,3765,273
Ewen Oliveira,64 Sunfield Terrace,3354350,0,6,1285,3030
Whittaker Moulds,41280 Glacier Hill Trail,2733138,1,5,3354,2405
Barbara Skillen,318 Graceland Lane,1230520,4,2,5035,3489
Teddie Jehu,2361 Mendota Point,2785465,4,3,1734,781
Hart Writer,667 School Parkway,2900937,0,3,5498,1185
Meier Evamy,148 Jenifer Park,533685,8,3,1024,781
Burt Addenbrooke,24640 Burning Wood Circle,3691392,4,0,2830,2674
Jaime Moncrieffe,7697 Trailsway Drive,1763227,6,7,5452,2124
Edythe Marke,87585 Carioca Place,3419664,2,5,2465,2116
Arthur Clarson,1870 Oak Valley Court,681563,8,5,1269,3247
Aloysia Shilladay,09826 Algoma Point,1725378,6,0,1221,247
Tobie Knocker,1 Jenna Drive,343664,3,7,2873,1819
Rock Vinden,409 Menomonie Pass,2475025,0,6,3016,1154
Audrye Crennell,135 Granby Point,4843780,3,5,1450,999
Betteanne Van der Brugge,1580 Becker Way,267106,7,2,2664,2683
Gerry Jojic,41881 Garrison Park,4686257,1,6,258,2940
Ambur Doggett,0 Comanche Plaza,3999426,7,5,3953,420
Vernen Isard,681 Main Center,4670181,2,6,3384,780
Darya Glyn,48611 Cherokee Way,1492575,0,1,1007,2661
Freddy Dorcey,5620 Carpenter Road,1376278,3,6,2948,3288
Wynne Ferbrache,4 Mayfield Junction,2054124,7,1,4298,544
Bellanca Gritland,90373 Cody Place,4828550,7,3,5310,1164
Howie Itscovitz,7 Bluestem Terrace,2570740,8,1,4344,2236
Patsy Croci,375 Dakota Terrace,845053,1,8,2842,312
Tore Reggiani,45984 Northridge Crossing,4256247,6,0,1503,2918
Gelya Benkin,96974 Clove Crossing,3215027,1,1,3059,2933
Ardyth Ethington,453 John Wall Terrace,1672810,2,8,4955,3335
Blondell Reding,8 Fuller Trail,2936248,2,3,1846,47
Niels Fynan,708 Lighthouse Bay Trail,4430066,8,6,3619,426
Ardeen Dench,6528 Porter Hill,4637454,1,1,1585,855
Charmain Videneev,6792 Starling Avenue,1704417,7,0,1203,1189
Fabio Foxton,5 Holy Cross Circle,1616329,4,1,5020,2585
Durand Uglow,3 Killdeer Way,4399645,6,0,5466,268
Clim Prosch,13648 Ronald Regan Circle,3133686,0,0,5084,2630
Diane-marie Winsper,8 Vermont Pass,1447874,2,2,4854,2041
Gordie Pettyfar,23116 Doe Crossing Pass,4062323,0,8,1766,3094
Ewen Bonelle,774 Sage Circle,4471541,3,4,1694,1317
Didi Pittet,77 Grim Trail,976260,7,0,1815,1446
Jacques Kinghorne,83703 Golf Course Avenue,4014252,6,3,4485,1307
Dino Storrock,101 Buena Vista Court,3616813,1,5,2805,2949
Clem Kermode,305 Marcy Point,2286496,1,3,3120,2124
Ravid Faldoe,89 Portage Way,3675459,5,1,2537,2470
Norine Caulier,489 Schmedeman Crossing,295116,5,7,4458,182
Hewe Mingardo,61408 Maywood Center,795828,2,7,3151,1801
Edward Matyashev,87112 Clarendon Way,1330657,4,0,2930,1013
Ewen Chatenier,18 Spaight Place,1687757,1,0,5017,3135
Roman Davies,16320 Vahlen Avenue,535682,2,7,1092,1771
Teirtza Constant,68300 Gateway Parkway,767344,2,1,3932,2397
Jessamine Slee,36 Moulton Terrace,1893837,2,2,3966,1646
Maddalena Milkeham,46448 Everett Trail,4074477,2,1,1565,150
Marlo Tuxwell,9376 Sachtjen Park,952469,1,1,3375,3166
Burgess Furlow,4904 Sommers Point,1176586,1,3,3214,710
Cate Edgerly,373 Ramsey Crossing,3642422,0,4,1483,1342
Jaimie Jeacock,3660 Lukken Street,4403454,5,2,4797,3184
Raff Corck,89 Center Center,1138269,1,4,3571,2652
Henri Schutter,6009 Stang Center,1494753,8,5,5316,534
Alan Godbert,9102 Transport Center,696180,5,1,4930,816
Stefan Jickells,340 Marcy Hill,870130,3,8,3756,2004
Barbara-anne McGenn,79678 Northview Lane,3831261,6,7,3307,2073
Shirlene Papps,8 Spenser Hill,4815120,6,2,4669,333
Abbe Hassent,76 Portage Pass,1361517,4,2,5229,2871
Adena Casaro,635 Birchwood Junction,2918294,0,2,272,2575
Thom Horburgh,57 Hermina Road,4267732,8,2,1542,3376
Imelda Alldis,29 Dapin Junction,4642373,8,4,5151,1977
Tana Neale,77679 Lukken Point,4855003,7,3,2422,2094
Barron Hammerberger,236 Becker Alley,3651149,3,3,4589,3079
Alexander Reeday,56512 Pankratz Court,3692695,4,2,847,1653
Sib Annice,11455 Darwin Lane,1629480,0,3,5303,2959
Nara Gregson,812 Lawn Point,974618,2,2,1656,330
Bradly Aronow,87 Thompson Trail,777919,0,0,3893,2458
Evanne Gonnel,77445 Basil Avenue,3920261,7,3,3271,1382
Joannes Cranidge,526 Manufacturers Pass,3433246,7,4,5314,1167
Karee Safhill,068 Londonderry Crossing,2686896,1,6,4709,1223
Westleigh Yakovliv,0 Gina Parkway,2734870,1,2,3402,1924
Waite Van't Hoff,65 Sage Center,2106681,6,6,2915,556
Aaron Reims,937 Parkside Park,4938296,6,8,3934,1524
Cyndie Bewick,2 Huxley Road,2859386,8,0,2080,2237
Lanita Beefon,12024 Harper Drive,3356651,4,2,850,113
Filip Pimley,76545 Hoard Lane,3978494,5,5,3512,1682
Thane Brayn,0 Wayridge Court,3142121,2,2,3145,1672
Talia Goggen,8 Mesta Park,1078768,3,4,3642,2713
Peder Danniell,7 Corscot Place,1328420,6,4,2050,2399
Georgianne Littleproud,9228 Marcy Trail,3551358,5,1,690,1652
Darda Igglesden,2 Vera Road,1072726,0,7,791,2878
Sallyanne Chapelhow,26087 Drewry Junction,2574534,7,7,1536,1197
Kory Garie,9175 Macpherson Avenue,677166,0,8,3205,1418
Alexandre Fritzer,64893 Hazelcrest Alley,2453065,3,5,4244,2830
Keith McKellen,05614 Fairfield Crossing,2875865,5,3,2551,2943
Prentice Padbury,77741 Coleman Place,4400361,2,4,4056,1854
Wat Presnail,150 Walton Drive,756206,3,6,1402,1462
Kelley Gionettitti,759 Surrey Parkway,3000974,3,2,1147,3100
Diandra Kipping,2 Schiller Terrace,1144995,6,8,4079,3500
Edmon Mityakov,21 Grayhawk Park,2450949,0,1,1202,3252
Addy Haythorn,250 Sunbrook Park,4895882,1,5,5122,1847
Heall Priddis,7862 Springview Street,2834104,0,0,2145,2959
Polly McClunaghan,71745 Delladonna Point,4507720,1,2,2695,2975
Chickie Korbmaker,496 Maryland Center,4218146,4,6,2622,407
Johnathan Larive,00 Blaine Park,2030709,2,8,4642,262
Doretta Esp,2689 Swallow Street,3893845,8,4,3343,2568
Chaunce Bloyes,179 Nobel Pass,4499214,4,0,2724,822
Bobinette Mignot,6575 Scott Parkway,4428693,2,2,5308,2920
Sybil Flawith,85 Havey Way,3309067,7,5,618,1415
Goddart Cazalet,74 Summit Pass,2168786,1,6,3638,3370
Nathanial Beccera,5 Cody Hill,2620556,1,1,4150,3202
Cal MacFadden,01059 Anzinger Street,4010424,2,8,5430,1339
Elle Simmens,7 Miller Hill,3882240,3,7,3511,3050
Idelle Hearl,813 Kropf Junction,4235264,8,5,2453,2956
Svend Thowes,0 Harper Circle,3545554,0,6,2429,2900
Martica Cupper,58682 Roth Pass,659194,3,3,3035,1547
Chelsea Grummitt,27 3rd Court,675520,5,0,3860,1914
Gardener Aubin,0 Vera Terrace,1616045,0,1,4540,1305
Meridith Ephgrave,992 Norway Maple Crossing,4400960,1,3,3314,1290
Lauritz Pabelik,5031 Springview Junction,1506354,8,4,3180,128
Reinwald Bonson,5 Lawn Terrace,1678239,0,0,3276,2107
Sandor Patershall,4 Wayridge Circle,1425908,7,4,3577,2725
Brocky Fitzsimmons,5 Porter Hill,3325838,2,5,5088,1526
Flin Wones,58403 Pond Court,4410989,4,0,1498,164
Wendye Forshaw,56485 Barby Crossing,400837,1,6,4837,1546
Leontine Luparti,948 Stoughton Crossing,4790342,7,6,126,2884
Arabel Sambells,2 Prairie Rose Court,1474920,5,1,1326,3071
Kalila Normavill,0591 1st Street,2175552,1,6,1046,2831
Basilio Tuft,8132 Village Green Center,1539246,8,2,55,1563
Brien Simms,719 Manley Alley,2019632,0,4,3198,3163
Christopher Vautre,98752 Kensington Center,3237413,1,0,4123,138
Sonnie Hargie,8 Talisman Lane,1168826,7,0,222,70
Crin Leates,979 Corben Center,4922936,1,7,1890,33
Genni Jelley,5049 Manitowish Plaza,792633,5,0,4763,1356
Stormy Grigs,96 Forest Dale Pass,1659760,7,6,4904,2565
Rolph Doherty,702 Eagle Crest Crossing,2466343,8,1,670,329
Taylor Deedes,837 Crownhardt Way,2729635,0,1,2663,575
Lanie Orbine,29 Petterle Pass,2687671,0,6,5472,1896
Aldin Hallam,7 Cottonwood Way,1535810,6,6,2365,1808
Marleen Hanby,713 Homewood Junction,1186733,8,5,190,3072
Gui Ohms,746 Delaware Court,1846946,7,5,1689,3003
Dix Robertz,0122 Michigan Circle,4446123,8,8,195,1134
Garner Bertl,144 Oxford Plaza,3628399,8,8,1652,1279
Kippie Jojic,3251 Shasta Hill,1886886,2,7,718,2036
Theo Barosch,7 East Road,3170259,8,6,585,1277
Debora Bignal,52 Westport Circle,4773876,5,3,5348,3020
Caitrin Maudlen,993 Troy Hill,4258590,7,0,3249,182
Anna Robshaw,797 Fairview Street,2297587,0,5,2471,1549
Violette Rennick,62 Lien Circle,4048680,3,8,2640,1430
Gerrilee Liebmann,08 New Castle Circle,4218665,8,1,1716,454
Emily Slucock,2896 Di Loreto Avenue,3624318,5,0,2185,2883
Marie-ann Pegg,377 Trailsway Circle,898099,7,6,2857,407
Coral Overal,8422 Steensland Parkway,1150157,2,6,5335,2365
Vincenz Barnewell,340 Springview Center,4228252,2,0,2908,3171
Oralle Harback,53417 New Castle Park,4439545,1,8,1086,463
Oswell Plowman,141 Carioca Court,4233820,0,5,4635,3390
Frederico Gosenell,00685 Heath Park,1966669,4,3,2839,2428
Kasper Pople,9 Cordelia Avenue,2497342,8,1,3620,1639
Hakim Crittal,0 Farmco Place,568846,2,5,3084,2743
Dahlia Tartt,4 Summit Park,2327501,7,6,4841,1347
Arman Ionesco,68 Lakewood Street,620124,1,5,974,2500
Rona Rickarsey,1175 Graceland Point,1271934,0,0,3755,3101
Zachary Farenden,47 Hollow Ridge Park,568016,6,2,1937,306
Shay Folkard,2477 Forest Avenue,4436884,4,3,4102,2207
Dougie Moran,68904 Pearson Center,3723249,3,3,1268,1424
Morse Scantlebury,05 Westerfield Junction,2160556,0,3,4704,21
Baudoin Agiolfinger,181 Laurel Point,1882126,3,0,4313,1287
Towny Plott,3955 Pawling Alley,4818112,4,8,1358,266
Elwyn Merrill,635 Bartelt Parkway,2703763,2,0,4928,3500
Allyn Dacey,90001 International Crossing,3498849,3,0,4662,571
Clemence Leuty,119 Mandrake Point,3336328,1,8,636,313
Cyril Peacham,05 Autumn Leaf Park,1890943,4,6,2900,302
Jeanne Breeder,4757 Buena Vista Place,2302415,0,7,776,3161
Garfield Deeth,7845 Burning Wood Road,809025,4,7,5226,735
Nancey Havard,1514 New Castle Lane,3217341,5,3,2843,705
Noam Oolahan,57 Glacier Hill Alley,3901781,8,0,4441,1469
Candide Batterson,48 Alpine Avenue,1041768,0,5,1165,1485
Akim Cartwright,96 Ridgeview Crossing,3803924,5,3,327,1564
Gannon Cranefield,838 Independence Way,1261032,8,0,4890,1585
Justis Bartkiewicz,9537 Northview Center,4037461,5,1,800,3013
Kalle Pearle,52929 Stoughton Parkway,4615037,2,2,4367,1776
Bidget Pauleau,92 Rutledge Park,4399782,3,1,557,2427
Alvina Garmanson,664 1st Terrace,3991084,8,2,1285,1220
Eduino Goodwins,92 Melby Drive,4163905,0,5,3822,3219
Rogers Cartmael,443 Weeping Birch Court,1692191,7,8,1854,3314
Con Woodyer,60628 Glacier Hill Alley,3680447,3,1,2622,2294
Tobiah McAless,4396 Westridge Way,1945482,6,2,4057,1254
Doralia Austwick,816 Walton Lane,3876759,2,5,4928,2742
Alvira Ashcroft,412 Shopko Trail,3613308,3,4,4508,2963
Rudolfo Randle,475 Northridge Drive,971213,7,7,1555,1885
Luci Haycroft,2 Derek Crossing,1323251,8,8,1284,2916
Theobald Wandrach,64 Stuart Point,1531590,1,1,4963,1898
Harmon Kingsly,10 Walton Plaza,667983,4,6,4533,1210
Ardene Stoyle,4 Carioca Court,896444,2,8,3151,1043
Norma Lafford,7 Westend Way,4135899,5,3,3181,1975
Beryle Eassom,2 Stone Corner Trail,4117870,6,8,571,147
Virgilio Bliven,5 Holy Cross Hill,1320703,3,8,3146,3028
Robbin Warrillow,76899 Bartillon Circle,2995284,2,6,309,2950
Kenon Casserley,1 Dovetail Street,4636964,0,4,5121,760
Garrot Labitt,32 Chinook Lane,303551,7,2,834,831
Hillier Metson,280 Mitchell Court,496088,3,1,1518,2234
Doria St. Leger,34509 Roth Drive,4370756,8,7,3461,3161
Benjie Senior,1 Russell Point,4183535,8,1,5241,3216
Starlene Cure,8220 Twin Pines Parkway,1188078,3,5,4779,903
Mercie Tomisch,2 Valley Edge Circle,2900452,3,6,3335,2303
Shoshana Huncoot,71461 Meadow Valley Junction,4744476,3,4,2584,626
Berni Valentinuzzi,9779 Manley Street,3424149,4,1,2229,267
Constantia Andrejevic,136 Nevada Plaza,2825841,1,8,1508,1463
Alfie Eddoes,31857 Golf Trail,1108763,2,4,588,1204
Winona Allworthy,0525 Meadow Vale Alley,3968812,1,5,1236,3209
Eve Cramphorn,2 Vidon Parkway,638974,6,4,1653,1335
Gawen Bernolet,22117 Bellgrove Court,1244499,7,1,1717,1284
Amandi Lempel,2663 Stuart Point,2758296,1,5,523,31
Wildon Burchess,33 Dixon Point,2431143,3,6,1053,2826
Robinson Gerrey,95085 Kensington Road,2364365,6,2,1725,256
Maitilde Moscone,59038 Cody Road,916225,8,6,3952,2592
Jaquenetta Sibbet,1104 Clarendon Road,3200496,3,7,2552,918
Torrin Spenclay,7628 Esch Park,3816488,4,2,4820,823
Patrizius Harcombe,463 Daystar Street,256178,2,3,1646,1579
Maude Blaze,4 Main Hill,3175037,4,4,3114,311
Yorgos Flawn,3 Pond Drive,3132905,6,4,5464,2770
Ned Vere,1477 Sundown Lane,2810996,7,8,401,3483
Helge Arnolds,7504 Oak Road,1470373,3,3,349,2449
Bone Conduit,1232 Iowa Parkway,4677920,8,4,2620,1618
Patty Haydney,0 Emmet Center,3501017,5,3,577,2
Orion Bonnyson,7808 Mariners Cove Park,4025880,4,2,359,684
Sunny Muggach,4259 Morrow Place,3551605,4,2,4128,740
Kipper Poulgreen,6168 Springview Place,2988489,6,0,2296,1209
Fulton Redding,81243 Manley Parkway,1341050,5,0,4671,2962
Ced Tyreman,7 Atwood Point,3997629,4,5,3635,1634
Hetty Servant,0050 Ridgeview Way,2807325,1,5,1292,696
Isis Corry,1 Artisan Terrace,536363,7,6,3556,1502
Jacinda Ketchell,5 Bunting Crossing,1159815,2,2,2380,3453
Chase Karpman,799 Linden Lane,914629,2,6,3951,211
Cyrus De Brett,286 Bashford Place,4906588,6,3,4119,2245
Jarid Gregoretti,0 Merrick Street,3542908,0,7,2107,3237
Heloise Vere,0 Nancy Alley,364217,4,0,2540,2659
Palmer Gusney,4441 Trailsway Parkway,3396656,2,3,2442,984
Morganne Vallentin,3241 Gulseth Point,1013298,1,0,4956,2760
Piggy Tippett,039 Westend Trail,774741,3,0,3807,1763
Jarrett Millmoe,987 Badeau Circle,4642467,1,6,2858,2704
Vachel Maybury,83325 Bartillon Avenue,3606026,5,3,3101,3442
Lucita Fronks,2 Columbus Center,3459122,4,1,3590,192
Lila Langdale,73470 Shelley Park,2687409,4,7,4070,1189
Teador Heersema,7 Sunnyside Drive,2071057,5,3,1846,2733
Merrick Furman,797 Bluestem Plaza,1210370,2,1,2838,1223
Fanni Bunclark,15491 Mitchell Parkway,2498116,4,7,5225,3041
Donetta Stallworthy,6 Del Mar Hill,4677167,2,5,4211,2638
Amberly Haward,5 Colorado Crossing,1501117,0,1,1226,2783
Willey Haws,02 Myrtle Park,1020616,2,8,1741,2260
Catherina Meachan,02007 Anderson Hill,3629766,0,0,3332,2322
Keri Batten,752 Del Mar Circle,2635716,4,8,4936,2555
Georges Dockray,1201 Dwight Court,525098,2,2,2862,2127
Marvin Ebanks,1424 Maryland Court,2066659,1,5,2497,900
Kristos Curnick,70429 Gale Place,3603459,5,3,4523,1486
Koressa Rustan,5 Crest Line Parkway,4317017,6,3,5161,524
Malina Hawlgarth,48684 Moulton Avenue,4458031,5,2,5485,2335
Carey Mauvin,4 Macpherson Lane,999077,6,3,3303,1563
Howey Tunstall,4887 Barnett Drive,323522,0,5,84,2883
Lorenza Gagan,71711 Badeau Court,2886624,7,5,456,702
Georgette Dudden,11 1st Way,4896758,6,0,1129,2087
Miquela Stenbridge,6 Eastlawn Way,1606443,8,1,1243,1339
Layla Flacknoe,5 Stoughton Court,307527,6,2,3083,1285
Tammie Battelle,91 Hermina Junction,1075312,1,8,751,191
Quinlan Saffell,7 Northland Alley,3383342,4,7,4872,1782
Arley Beecker,08565 Texas Lane,3594400,2,4,993,369
Roxane Goldhill,2974 Delladonna Hill,4050151,8,4,2261,104
Emory De Blasiis,37527 Spohn Place,3079752,2,0,3244,1197
Corinne Riditch,36 Porter Crossing,1884417,5,8,5049,1219
Cindy Mewburn,37 Green Avenue,4975064,5,0,2221,378
Nikki Weyman,7082 Pleasure Crossing,4086753,3,8,2834,2505
Brennan Matkovic,5 Jana Avenue,597761,4,5,4679,3123
Eleanor Filipowicz,68211 Dwight Junction,1544551,3,4,2128,1890
Ron Holbarrow,55896 Paget Way,1740108,3,4,5228,56
Kania Cronshaw,2 Sutherland Place,4849381,8,5,5417,1212
Melba Coats,72840 Hoepker Place,1926975,3,8,4771,77
Calv Sollner,8266 Karstens Junction,1836066,8,8,4883,1251
Clo Castelli,09155 Mosinee Park,4628526,4,4,2908,1714
Delmor Simmgen,778 4th Circle,3444228,6,0,814,1685
Charlton Cossington,7 Eliot Pass,4935008,6,5,719,2761
Anna-diane Ivanchikov,5802 Anzinger Junction,4453406,1,4,1194,167
Berna Delamar,330 Southridge Terrace,2854706,7,4,5408,1233
Bruno Jancik,43 Atwood Center,4881136,8,2,2606,1709
Evin Ingham,80 Commercial Plaza,4570755,4,7,794,3283
Demeter Muncaster,1 Crowley Point,2070247,8,2,5241,658
Trip McAvey,636 Center Trail,3354237,6,4,4091,1061
Maje Spalding,56266 Rusk Road,4254990,2,4,3935,1194
Kahlil Fiddymont,11811 Morning Center,3564249,3,6,3816,1311
Chandal Ciccotto,2 Summit Center,1462058,6,0,4991,2475
Tate Gaenor,38373 Oneill Terrace,818003,4,3,454,324
Gayelord Sergeant,32939 Fuller Circle,3933090,2,6,5070,185
Chrysa Lawless,997 Sloan Terrace,4954918,4,2,1589,1061
Wallache MacQuarrie,66601 Arrowood Terrace,4407322,1,3,1185,1612
Gabriele Hadfield,84181 Monica Lane,592589,8,1,3195,628
Sunny Mapledoore,2852 Schmedeman Crossing,4255951,6,4,3692,677
Abey Semmence,460 Bartillon Road,468221,2,5,3590,2547
Randy Pee,65 Kensington Hill,1133622,0,5,1866,824
Arden Blucher,7 Buena Vista Place,3639228,5,0,4183,843
Helen-elizabeth Fochs,311 Oriole Street,3563439,1,4,5215,249
Lark Clutram,03 Linden Plaza,2533556,1,2,3622,1758
Ado Tice,13 Old Shore Road,1968550,2,1,4490,3193
Wandie Gillmor,7 Talisman Court,353005,2,2,1679,1635
Margarethe Hawson,00665 Fremont Crossing,2646620,5,7,3010,2130
Dugald Carstairs,08620 Elka Plaza,2513558,1,7,52,1283
Cristy Minard,9998 Kingsford Plaza,1035672,0,3,4863,2932
Hanny Sambrook,5870 Cody Parkway,815469,3,8,4461,3070
Madalena Cheel,523 Village Green Plaza,4899493,5,0,4613,1053
Lorry De Cristoforo,01105 Ludington Road,4096823,4,3,3519,6
Keane De Bruyne,4 South Trail,1541418,3,4,3949,2420
Andee Abadam,7391 Westport Terrace,2278099,5,7,3461,2662
Jayne Whittleton,420 Randy Alley,1708795,2,2,2668,2840
Heidie Urrey,483 Longview Trail,4802984,5,5,100,1382
Marni Ghio,73201 Marquette Drive,1780279,3,8,103,213
Paloma Comino,159 Corry Road,1286555,2,6,706,1862
Beaufort Bushill,84 Hintze Way,617106,2,0,3771,1484
Korney Wreight,1 Lyons Parkway,2368746,3,2,3254,2950
Shelby Campbell,9 Randy Road,4245794,5,0,1657,2750
Guillemette Stoop,36755 Warrior Hill,3964133,5,7,1718,368
Katheryn Stoakes,2 Transport Drive,551045,6,2,1144,21
Trever Minchin,14883 Summer Ridge Point,1019617,5,7,3393,3323
Raynard Cicconettii,20696 Anderson Pass,4393827,6,3,5449,1690
Damara Rospars,0122 Service Lane,3125402,6,6,1308,2463
