name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Rebekkah Nesterov,97 Dovetail Alley,565602,8,7,3214,2080
Esme Savege,7963 Meadow Valley Trail,1491356,1,0,534,2993
Bren Nutter,05 Di Loreto Terrace,873645,6,7,2518,3704
Brocky Howton,25558 Hooker Pass,1466197,7,6,2758,1622
Isacco Ashe,103 Independence Pass,2313968,5,0,759,384
Mikel Heare,7391 Dovetail Parkway,1482544,4,2,2756,1894
Vaughan Goldsworthy,4568 Sugar Plaza,3084876,1,7,800,705
Velma Simnor,631 Farwell Parkway,1605921,1,3,1463,3773
Ewen Illesley,5 Havey Avenue,2523435,6,6,1140,1192
Nicolea Blaszczynski,1 Carioca Plaza,1355288,8,8,739,1845
Quintus Heinl,32974 Thierer Avenue,2750115,6,5,1005,2502
Phyllida Rasper,537 Pine View Terrace,2123054,4,7,2921,443
Vyky Ketts,7183 School Parkway,2053554,7,8,2962,2212
Serene Plascott,28 Birchwood Junction,565542,1,5,2875,736
Nicol Gorner,2 Redwing Parkway,2020294,4,8,1170,1255
Yolanthe Annon,9092 Butterfield Junction,2525052,0,1,2790,4631
Dionysus Strettle,20553 Ridgeview Point,3018252,0,0,2070,3342
Meggie Roache,0224 Clyde Gallagher Terrace,1813381,7,8,3006,4519
Ronica Chardin,9 Continental Avenue,3156252,5,6,479,4684
Saxe Summerly,9 Prairieview Junction,576500,7,5,373,2994
Obadiah Bernadot,47698 Hoard Alley,1182771,2,7,3122,4478
Jeni Antonin,4728 Westerfield Court,863248,1,4,2057,4906
Mario Reilingen,63216 Ilene Drive,2271543,4,8,2884,4009
Gonzalo Otter,79378 Barnett Trail,2682135,0,1,2810,2740
Murvyn Dockerty,5 Bobwhite Place,2057722,6,7,2927,3944
Milton Klimowski,16 Rigney Terrace,1741814,5,0,142,4050
Debbi Farra,08998 Dorton Point,2046651,4,8,1771,3953
Doralin Hurler,07492 Becker Drive,2836347,4,2,2512,919
Hildegaard Langelay,8 Monument Alley,2749751,5,6,424,1294
Caryl De Biaggi,366 Bunker Hill Center,2504744,3,2,1962,3559
Ronny Tathacott,34098 3rd Drive,1591890,6,5,2333,1723
Maura McLachlan,614 Ridge Oak Court,214805,6,2,874,4390
Marietta Crisford,21883 Sullivan Alley,1856664,5,3,667,1051
Cam De Wolfe,862 Hanover Crossing,2907105,7,2,438,3014
Nial Brokenshaw,9194 Arkansas Street,1492647,3,4,587,866
Allen Peterkin,29 Dennis Way,1018335,2,5,797,3122
Reeta Wands,88085 Jenifer Point,695022,8,1,2807,2372
Aurthur Maydwell,39 East Hill,825441,6,6,426,1498
Tim Corp,56544 Rockefeller Plaza,2080489,2,3,2591,3032
Reade Martinets,0 Saint Paul Point,2559298,7,5,110,469
Cooper Cogdell,62 Heffernan Circle,2366042,8,8,2973,3859
Clarissa Ivanitsa,1949 Schurz Center,1858533,0,4,3283,4536
Issie Gidney,6 Valley Edge Court,1047781,3,4,507,2658
Kathy Biles,132 Main Avenue,2099950,3,6,2256,2383
Batsheva Morgue,9 Merchant Alley,1188017,2,6,3307,3732
Rycca Targetter,0984 Moose Plaza,1645103,1,4,2151,3445
Billi Gash,12368 Ohio Alley,605353,5,8,1413,3628
Beniamino D'Aguanno,1523 Village Road,1404674,3,0,1016,4403
Lek Brodeur,23272 Sunnyside Avenue,2875071,4,5,393,488
Stephan Bordone,0 Starling Park,1452390,2,2,29,4623
Norine Durran,679 Garrison Place,932966,7,4,1480,3692
Leonore Mabbitt,22 Hollow Ridge Drive,804535,4,4,1422,3297
Corrinne Otton,55 Harper Circle,2889884,5,5,2757,2044
Leroy Tertre,2 Fairfield Crossing,2988271,2,8,3035,2658
Bel Walling,25604 Buhler Park,2814494,7,4,1055,2533
Roxi Gotfrey,7603 Oak Valley Parkway,1420701,2,5,2729,1480
Granger Donnell,8611 Vermont Park,2937710,6,3,1327,931
Rockey Bliven,7 Old Gate Parkway,2144349,3,6,2037,4378
Alis Justham,6 Prairieview Way,1959289,2,5,46,3373
Dorian Portman,8194 Barnett Alley,513882,3,8,2753,4423
Rossie Niesing,3 Cambridge Park,463962,7,4,2591,1378
Mollee Groomebridge,4165 Oakridge Hill,2726032,4,0,1509,729
Felix Dorrins,0 Rusk Trail,353295,2,1,2804,2009
Elonore Friend,77 Rigney Pass,1354994,0,1,1453,353
Marvin Tilt,1843 Arizona Drive,2292206,1,5,1269,3280
Donnell Margrett,3 Di Loreto Road,442192,4,2,893,4116
Laryssa Dybell,6181 Delaware Hill,1468668,7,5,204,2003
Don Swannick,4587 Veith Drive,1010536,4,1,2399,1840
Amandie Kamen,3 Clyde Gallagher Plaza,2305397,1,5,1230,2671
Terrye Leil,23 Sachs Point,1078037,8,7,2436,4659
Bran Halfacre,513 Katie Crossing,2920416,4,6,1868,4166
Hailee Ruter,347 Paget Road,1589920,5,2,2270,3317
Niki Liepina,60 Messerschmidt Hill,1539174,5,8,65,4225
Cooper Wiseman,5 Dunning Terrace,3023998,6,0,480,2832
Tera Janodet,3340 Victoria Center,1599906,1,5,775,2986
Hyatt Martensen,1 Farmco Street,316607,2,0,3204,3212
Saul Deem,43 Gale Way,1157368,7,4,3091,997
Gerri Watt,7 Gale Crossing,2393083,1,0,2465,1863
Christophorus Cowmeadow,4706 Tennyson Point,3022683,8,0,216,4487
Mal Haydn,1668 Westend Hill,387339,5,6,2534,1471
Aeriell Livesay,825 Springs Trail,2611811,4,3,1979,3117
Yovonnda McCulley,25630 Lawn Pass,2016552,6,1,418,2215
Georgi Kilgrew,4 Morrow Road,1004455,2,5,1159,4100
Audrie Dracey,347 Northland Hill,1981966,0,3,2767,4600
Bondie Weekes,2 Cordelia Center,479241,5,4,298,4108
Averell Albers,557 Veith Point,729594,7,6,3311,1591
Edee Chantillon,41673 Manitowish Court,332062,7,3,190,1027
Cory Martinyuk,88357 Merrick Street,921082,3,0,868,573
Lucho Trude,0705 Golf View Circle,1258897,8,5,1928,382
Selestina Mazzeo,1357 Jenna Hill,2990010,4,8,2960,3072
Karolina Broad,9 Eagle Crest Drive,1834715,1,4,3319,583
Beatriz Littrick,13736 Garrison Circle,1012725,4,8,1564,4056
Amalita Peasegood,25056 Dexter Hill,2770356,8,5,1448,4225
Blanca Puckrin,549 Hazelcrest Center,612469,1,8,3037,2964
Bettina Ollivier,13115 Towne Trail,1832966,1,7,246,4391
Valentia Oboy,2 Monument Drive,724106,6,2,2226,3463
Curt Toller,26 Upham Pass,1585799,5,7,609,2723
Dolorita Emsden,89 Judy Pass,2183198,1,3,2172,3207
Jose Steljes,36445 Schiller Way,928443,5,6,1701,2025
Clementius Spaughton,25 Aberg Place,2338282,4,7,3007,1018
Ezechiel Bleything,910 Shelley Place,2301708,1,2,837,4325
Olivero Questier,84 Steensland Pass,750568,4,0,2602,2065
Cleopatra O'Cannon,0518 Melby Parkway,2118251,7,2,2161,683
Perren Simak,7924 South Place,2756953,3,5,2648,4854
Gamaliel Waiting,46779 Tony Circle,3143686,2,8,58,2228
Griff Ioselev,8823 Leroy Trail,2306652,8,2,773,4213
Almeria Ivatts,9 Roth Circle,2079150,7,3,1391,1995
Florella Costelloe,8163 Shopko Drive,1767914,1,5,2519,3840
Myrah Jenik,99835 Logan Pass,1313050,3,3,134,3188
Lilly Lilliman,42028 Fairview Plaza,1777710,1,1,1487,2713
Kassia Swanger,922 Logan Way,3038091,6,6,216,498
Sarah Davidoff,1565 Westend Circle,1573005,1,7,2958,4670
Burr Semkins,775 Beilfuss Crossing,2574069,8,4,2695,2440
Benedict Farnall,53587 Delladonna Parkway,603241,2,4,769,4453
Elliot Perry,76573 Jay Parkway,1467223,2,5,1649,1638
Francene Andreacci,7186 Bellgrove Court,490072,8,0,964,2695
Rickie Kinmond,9 Debs Crossing,1884367,2,5,356,2715
Sheree Girardi,236 Grayhawk Plaza,2689746,1,2,618,1514
Rock Huckabe,90 Pawling Place,1609496,2,5,3215,1038
Nanny Magor,932 Brickson Park Crossing,922987,4,2,1052,1616
Cookie Kleynermans,97 Helena Place,1041586,1,8,2910,1632
Zita Parkeson,6 Summer Ridge Lane,856758,0,8,2627,4067
Anabelle Lampkin,4 Eliot Drive,657237,1,3,2213,2677
Wynnie Fossitt,82146 Londonderry Lane,2474151,3,6,2604,4729
Bea Algar,135 Hanson Hill,531880,2,2,2012,3262
Kerrill Gindghill,8 High Crossing Road,3161361,3,2,2761,1058
Celia Bollins,231 Manufacturers Circle,644817,5,5,481,3993
Denys Hatchett,24 Luster Crossing,645790,0,7,2512,4236
Gertie Libbe,1027 Washington Plaza,779851,7,4,3050,3919
Andromache Cunnow,7217 Tomscot Junction,2675500,0,6,1215,3849
Gusty Headech,6 7th Trail,1002007,3,7,533,4087
Demeter Tompkinson,20785 Forest Parkway,3164126,5,8,3374,2908
Dimitry Sodo,81487 Dapin Street,1843854,6,2,1973,3749
Jackie Klulicek,5 Harbort Street,975309,7,5,264,4884
Christabel Cleverly,5002 Orin Street,1608442,0,0,1058,1447
Dulce Jobb,13718 Prairieview Terrace,2258367,2,1,409,1932
Atalanta Pettisall,450 Bobwhite Point,2226918,8,6,144,4842
Modestia Dickons,2074 Hanson Alley,1113023,0,8,1910,2569
Pierson Sparshott,5 Dawn Trail,1051636,5,1,2581,1484
Nickolai Faires,053 Arkansas Lane,2454051,4,2,2251,3261
Geordie Lorriman,26444 Utah Park,1273499,1,3,2919,1897
Johan Jeune,43 Bunting Junction,1226494,3,3,516,1348
Ilene Pelz,7365 Evergreen Center,1387013,6,8,2384,4781
Sophia Sparshutt,57 Grim Terrace,2904714,8,6,2754,2757
Niki Licari,731 Golf View Avenue,2595933,1,3,73,1286
Lorene Raisher,3541 3rd Road,1199103,3,2,140,1596
Abba McGinn,8 Hoepker Alley,2192915,7,6,744,4727
Harbert Mussared,456 Eagan Crossing,660661,0,6,460,4202
Gwenny Player,1893 Duke Junction,2578323,0,4,442,4487
Kathryne Hardaway,83972 Springview Place,2443600,1,3,11,2380
Becky Charlson,5 Calypso Drive,1716862,3,1,2617,2277
Kalie Goosey,7109 Londonderry Way,2027001,1,1,1005,2663
Thacher Bason,66 2nd Way,2058391,3,8,1230,2904
Aldric Brimicombe,0 Prairieview Place,2052025,3,1,2270,2940
Annalise Burgen,970 Sachs Junction,2900935,8,7,1025,3050
Sadella Scallon,6339 7th Plaza,430642,6,2,1412,1790
Yvette Ganforth,8777 Blue Bill Park Plaza,1489890,6,1,2269,2394
Ernesto Janatka,2 Erie Parkway,3097085,6,5,3390,1136
Elka Domnin,62893 Manitowish Junction,1799143,4,7,594,1127
Jeannine Toten,39 Fallview Point,2356017,2,7,415,4085
Dalt Braid,102 Springs Center,2758281,2,4,111,3023
Melisande Olexa,3 Susan Drive,2387216,1,5,2452,3648
Mufinella Hynd,90538 Meadow Vale Trail,258514,4,6,3035,1229
Clarine Edworthie,11286 Anniversary Plaza,1932767,2,8,2566,1489
Carry Passo,5 Menomonie Junction,1485687,0,6,527,3515
Skippie Ferrone,6464 Harbort Plaza,2489346,6,7,2786,2284
Rivkah Pracy,0510 Fisk Hill,2633378,6,3,2729,4243
Winthrop Hamberstone,656 Canary Circle,807844,8,0,1047,2855
Monah Edney,64168 Rigney Junction,2106329,2,4,2695,4526
Arielle Himpson,7339 Melrose Junction,672363,5,0,1307,606
Urban Baudi,1 Emmet Pass,866956,8,0,2991,1328
Justinn Hunday,5 Miller Lane,559263,5,1,3235,4409
Efren Stringfellow,33833 Ruskin Trail,1008617,1,2,923,1323
Shauna Windows,9609 Summerview Lane,2181693,8,6,1719,3238
Nanine Coyne,13893 Jenifer Street,1117195,3,4,2547,1676
Mariele Mateus,49816 Clyde Gallagher Street,2846404,2,7,267,2987
Nanice Ludye,5577 Crest Line Hill,1518531,8,8,1848,1754
Kassey Castagnasso,6 Lunder Park,1617339,4,4,350,1532
Sheff Attwood,88128 Northport Park,1885867,3,5,3362,1934
Minni Olivari,4 Buena Vista Street,272018,1,5,2927,2691
Elva Stileman,03 Hollow Ridge Avenue,2762768,8,7,3068,2620
Netta Ashelford,493 Vera Point,1938523,6,5,1763,435
Hewet Shewery,3064 American Court,414406,6,6,63,4892
Moll Behnke,241 Sage Court,620474,3,8,856,4998
Glynis O'Duggan,802 Old Gate Park,1061171,4,4,123,4626
Nikos Krzysztof,6 Mandrake Lane,2241273,2,2,2949,3772
Burt Cuddy,51598 Granby Place,424132,4,1,1487,3800
Bernarr Davson,23 Sommers Alley,2879383,1,8,2096,3051
Janette Bathurst,571 Bartillon Crossing,942097,2,3,3014,2022
Keelby Andrasch,5915 Vidon Plaza,2723699,0,1,489,3875
Lauraine Buntin,60005 Warbler Alley,3183456,7,6,685,3543
Marcellus Klagge,797 Gale Circle,1062763,3,3,311,2511
Kathleen Garratty,6 Dayton Road,320571,3,5,1898,1265
Culver Duesberry,76 Merrick Street,1249937,0,0,1717,3065
Sancho Mattusevich,6348 Roxbury Point,1430327,4,2,1317,3576
Jess Lyptrit,91 Mccormick Alley,1137064,8,0,3107,734
Budd Hendriksen,32 Becker Circle,1738928,6,8,3209,931
Heinrick Sare,30230 Summit Hill,1541386,2,3,1461,4201
Nana Partlett,7875 Redwing Junction,2456951,0,8,2752,4182
Heida de la Valette Parisot,6801 Ridgeway Plaza,348381,5,6,2573,3060
Cedric Corter,90916 Kings Pass,2340808,0,2,1767,3210
Prinz McEntagart,2840 Pennsylvania Drive,2585872,1,1,96,1563
Erda Skamell,0 Cody Plaza,1474119,8,7,1622,1566
Meris Blanket,3838 American Junction,3104961,1,3,2348,1777
Amelia Douglass,652 Dahle Parkway,237446,6,7,751,1580
Hermann Gollop,52 Raven Park,1386636,4,6,2141,2774
Kerwinn Chesters,8 Bluestem Lane,235920,2,7,1462,1801
Sharity Stout,30 Morning Crossing,1340427,6,7,2655,358
Raimundo Alchin,9 Pankratz Junction,2868426,7,2,2964,2926
Shaylyn Tace,3479 Roxbury Lane,1691911,6,3,2528,4636
Decca Furze,86340 Autumn Leaf Center,505061,8,5,2851,2683
Dar Hawke,3 Scoville Parkway,1458637,8,8,944,2210
Ivie Bowering,5 Lotheville Alley,2388900,4,6,2364,2238
Manuel Spon,04707 Logan Pass,1123024,0,8,2436,4987
Willi Garken,76291 Hooker Alley,2960536,0,5,2285,2406
Bailie Nuscha,009 Bobwhite Point,3086031,5,1,780,3984
Shandee Rainsden,54400 Longview Point,1788443,8,4,2959,394
Lindie Orehead,89587 Menomonie Lane,3180427,1,2,359,3330
Tremayne Napoleon,092 Old Gate Crossing,2817517,1,3,635,2706
Edik Le Page,3 Norway Maple Crossing,1838859,5,3,1641,1482
Brew Habbeshaw,7251 Coolidge Point,2748575,2,6,1714,3183
Enrika Cope,1788 Express Plaza,2505088,8,0,3084,2338
Ursulina Redfern,7665 Briar Crest Lane,2592592,3,2,1801,493
Avivah Glossop,6 Mallory Street,2409061,0,5,1268,3008
Gustaf Urion,9 Glendale Circle,2827443,5,2,1745,3600
Elene Coye,19417 Westport Court,1041434,6,0,2376,4538
Briano de Aguirre,5 Truax Road,1348801,2,6,1625,3366
Pasquale Redmayne,7 Dovetail Court,2054800,1,6,709,1940
Dulsea Hancill,11 Alpine Road,2094253,6,4,2376,4215
Pate Videneev,82060 Towne Road,2099630,7,3,1211,2957
Carney Helstrip,29213 Forest Run Court,455999,6,1,598,4707
Adriaens Kenshole,85 Truax Terrace,3102895,3,2,1579,659
Rawley Gellan,13 Petterle Place,474641,5,8,973,2135
Legra Wyllcock,3 Spohn Trail,1872877,5,6,1955,4530
Anestassia Puckett,27784 Mallard Trail,2727590,7,3,2680,1712
Ashlie Menichelli,9 Nevada Lane,1463488,2,2,284,2519
Karil Heardman,585 Fulton Court,400195,8,7,1704,3661
Annadiane Parrin,00 Thompson Point,776554,3,0,668,3490
Dougie Bruckmann,66 Fairfield Way,1695680,3,0,315,1198
Tobi Madrell,55270 Barby Street,828193,6,7,1681,3368
Freddie Costerd,38760 Hollow Ridge Place,3006884,2,1,2385,3197
Coleman Clitheroe,079 Hanover Court,578342,5,1,847,2784
Vernice Culverhouse,317 Meadow Valley Road,2301980,5,6,873,3225
Fraze Screeton,0 Briar Crest Parkway,2920705,7,0,915,4517
Kareem Grouer,58582 Orin Street,1936221,2,1,1459,2558
Mead Matchitt,249 Upham Park,1224027,4,5,3271,3668
Ciel Form,1207 Gulseth Terrace,1833696,5,6,384,823
Catrina Pittem,78 Roxbury Park,1741787,3,8,644,874
Grover Ramel,90 Graceland Avenue,950135,1,2,1574,672
Elladine Dewes,91296 Leroy Road,2178799,7,7,2074,3507
Stacy Lafferty,82655 Bay Way,1380064,0,1,2868,3543
Kristal Fullalove,8965 Bunker Hill Way,3188151,3,3,1615,2753
Sindee Bradburn,5146 Menomonie Way,923788,2,8,2302,863
Allina Stickel,0 Mendota Street,735715,1,6,1272,1817
Orran Pennycock,762 Mallory Road,3111304,3,8,2667,3624
Cherish Wyard,388 Huxley Place,3125307,1,4,2395,4330
Chico Withams,95 Vidon Parkway,1809562,5,1,3405,1500
Anette Edgworth,7 David Junction,1595797,7,0,1995,1448
Gerrie Wimms,790 Dwight Street,601303,0,2,1647,2061
Elisha Rawlin,71 Forest Run Park,702293,7,0,3416,4903
Tailor Maceur,18580 Heath Hill,583327,3,7,2525,941
Ginger Bristowe,3 Scoville Avenue,760063,1,5,520,2287
Ode Wasylkiewicz,752 Cody Pass,3130011,5,4,2076,3316
Ham Wickersley,82138 Fremont Park,1173506,8,8,157,1886
Ketty Skeat,1513 Macpherson Alley,995748,0,4,2790,3232
Orsola Newrick,97 Norway Maple Pass,3139659,8,7,464,1370
Clark Coneybeare,2 Truax Road,550706,0,2,3015,1908
Shellysheldon Rosengren,284 Debra Drive,2609622,3,6,1600,4559
Gisela De Bruin,002 Ilene Trail,1368867,4,5,793,3671
Heath Eldershaw,54 Grim Center,1390255,7,6,2001,950
Gussie Esposita,372 Merrick Alley,1742031,2,5,1063,715
Garnette Kunat,17661 Artisan Crossing,3049019,1,1,1738,4246
Thalia Dillinton,5 Corben Junction,1812653,5,4,1356,2430
Jonathon Kerrich,35 Lakewood Park,1576754,8,5,1385,4851
Pansy Knightly,8452 Sunfield Crossing,777400,1,2,2434,4026
Leia Dunderdale,17324 Dayton Avenue,3152499,7,5,2766,4822
Franky Rapley,191 Vernon Street,431320,4,8,1374,4300
Rick Ondrousek,22012 Forest Run Crossing,858396,6,6,2676,3270
Carol Dolbey,9 Oak Valley Trail,2710664,6,8,1276,1129
Katee Wybourne,12 Browning Lane,1009845,8,4,1719,4731
Callean Trasler,04215 Eagle Crest Alley,836594,5,1,815,2983
Mathe Keddey,4 Harper Trail,2871624,7,6,1840,1308
Catina Matiewe,46859 Calypso Terrace,710007,7,6,2641,4641
Darnell Tall,5454 Shopko Lane,1475316,8,6,1556,3217
Karol McGeffen,04076 Arapahoe Lane,781272,5,6,140,815
Bee Hollow,8 Schlimgen Alley,675883,1,3,197,3653
Byron Di Giacomettino,4755 Tony Street,2145734,8,1,796,730
Northrup Yewman,968 Roxbury Junction,1755436,3,5,2240,494
Arline Scouse,9 Badeau Trail,2014779,8,1,3066,2642
Inna Mahoney,77705 Veith Avenue,1380747,1,7,1832,851
Priscella Bishop,167 Sunbrook Road,1024014,5,8,2823,2921
Elfrieda Loughlan,5185 Brentwood Parkway,1613983,4,1,491,3200
Connie Elks,97150 Holmberg Terrace,1673687,5,1,182,739
Glory Deakan,2 Pierstorff Point,754815,7,6,1401,4176
Aprilette Rosenstock,85603 Corry Drive,334373,1,0,2001,3610
Selestina Nesbeth,28936 Towne Pass,1947465,1,1,259,1581
Babb Hrachovec,77707 Mccormick Park,2965821,0,1,1520,2751
Hermia Cromar,303 Butternut Plaza,2380617,1,5,2759,1416
Lindsey Tallowin,153 Sloan Lane,941174,8,5,2146,4966
Cynthy Armer,908 Rieder Plaza,906732,4,6,2303,2872
Timothea Flight,269 Lindbergh Parkway,2997475,8,0,755,2880
Lorna Peltz,82538 Hauk Parkway,2121641,4,8,3267,2929
Averill Ventum,802 Bayside Terrace,1537514,6,8,296,1866
Tremain MacFall,82732 Delladonna Terrace,2761545,8,8,101,4942
Agace Janicek,8 Orin Lane,1122800,1,0,1721,2354
Glennis Liddyard,83 Bashford Crossing,624995,5,5,1551,1465
Jocelyne Ramsden,44477 Clarendon Drive,1904662,2,5,433,3705
Percival Arnaudon,64 Johnson Terrace,1252014,2,3,169,4772
Jeremiah Iddens,6903 Stoughton Avenue,3025641,3,0,551,3244
Antonino Greenham,21546 American Ash Parkway,250759,5,0,2420,640
Erda McCrainor,4 Surrey Street,1392801,8,8,176,3985
Markos Verrill,40124 Corben Parkway,1426095,6,0,2399,413
Phil Overshott,9233 Reindahl Circle,1223657,3,6,2126,1436
Chris Bartolomeu,9 Monica Street,3050411,6,4,2225,2664
Merna Tatterton,5547 Eastwood Crossing,1384607,1,2,1502,2146
Rickie Crone,0266 Lakewood Gardens Point,3116075,1,5,3087,2790
Ailey Featherstone,833 Garrison Parkway,812277,5,4,1467,3002
Edmon Knocker,807 Jenifer Junction,1716116,7,0,2790,2653
Yancey Kuhlen,5135 Mccormick Pass,2087219,5,2,917,4322
Enrika Dalliwater,1 Holmberg Junction,960551,3,0,311,4807
Robinia Bulfield,95068 Roxbury Place,785498,4,4,3163,2918
Anica Cathel,4816 Heffernan Way,1841865,8,2,2567,715
Burgess Featherstone,78933 Del Mar Center,1445433,0,0,3228,3976
Renato Heindrich,73 Pankratz Place,3132085,1,2,499,4762
Ardeen Collcott,5591 Veith Trail,2039691,8,5,3020,1856
Reese Mays,4 Packers Center,431881,7,8,1231,3992
Katlin Geertz,1 Moland Court,2695864,5,5,2042,2804
Meara McIlroy,3736 6th Road,1045647,3,4,2332,3093
Melli Mourge,03479 Packers Drive,382522,3,8,1104,1992
Clyve Shah,95641 Stephen Road,2988973,0,7,965,4975
Salem McLaine,28 Thackeray Park,1650032,4,5,2611,3179
Faythe Standring,323 Graceland Trail,2370571,0,3,3300,884
Lennie Flaxman,9 Nelson Court,2244618,5,6,2285,1155
Erma Neilson,73005 Oxford Park,925982,3,0,3372,4796
Bernhard Lanphier,39 Grayhawk Alley,2267135,1,0,791,3077
Allayne Sallowaye,949 Erie Hill,2103299,2,6,1369,359
Eartha Ketteridge,1512 Hintze Way,684253,3,1,2707,2588
Jabez Picopp,91558 Everett Point,753030,3,4,1735,811
Maiga Rosewarne,56 Sloan Lane,1125247,2,3,2522,1559
Hilarius Westnage,8 Sunnyside Parkway,3143769,3,7,1325,4425
Corinne Seeds,5 Schmedeman Park,1618432,8,3,2801,4892
Hamilton Bold,3 Grayhawk Trail,214730,4,8,1606,2727
Jacquenette Tarren,14165 Anhalt Place,2472190,2,7,1316,2297
Ethe Kunkel,0 Myrtle Road,589020,7,5,434,1893
Carlos Bentke,91 Hintze Crossing,1115129,6,8,1514,1028
Oralle Sneezum,3926 Sugar Hill,273257,8,1,3399,3782
Friederike Larmor,9380 La Follette Street,1766864,7,4,60,3980
Norrie Sterke,25 Browning Court,2793776,7,7,573,1546
Herculie Gallimore,8 Morrow Street,1804640,7,8,1191,686
Caspar Bowry,08075 Wayridge Trail,3037906,5,7,2961,2317
Janka Siegertsz,92754 Carey Circle,2765189,2,1,1823,4045
Dacy Brittlebank,8 Paget Point,777129,7,6,2393,1116
Brittne Knocker,978 Oxford Street,895786,4,8,245,843
Scarlett Evison,45878 Dexter Point,1269845,1,0,1691,798
Billie Weiner,4 Corscot Circle,962840,6,2,2380,1031
Noll Duley,9856 Killdeer Hill,749399,3,4,66,4186
Gwennie Fearnyhough,697 Oak Valley Parkway,1619711,0,1,866,1904
Betsy Currer,8 Warrior Center,2643816,2,5,1251,2512
Vanna Piers,362 Sutteridge Plaza,627985,5,8,2826,1459
Ferris Bellord,9115 Claremont Trail,1346423,8,0,1702,1235
Shela Bautiste,9 Morningstar Pass,3152334,0,1,3388,2397
Yettie Conyard,08678 Manley Way,2032010,1,7,3178,3285
Andie Farney,3 Ridgeway Point,3022853,2,2,3213,1463
Greer Slatcher,459 Holy Cross Plaza,692186,8,2,2754,3201
Aimil McCue,8812 Hayes Place,2253535,1,7,2779,3918
Clemmy Rosenkranc,5 Mockingbird Road,694341,0,0,2791,3380
Gilemette Pound,6821 Judy Terrace,1019668,6,8,471,4704
Sydney Antcliff,8641 Canary Drive,2680918,5,2,2091,1369
Darby Sperski,6 Browning Avenue,2494354,5,4,2883,2816
Ellette Tredinnick,9981 Tennyson Point,2611581,3,0,344,3092
Leonelle Sowley,659 Manufacturers Place,1757914,0,6,1635,450
Tuesday Collisson,2 Mesta Trail,2356912,8,6,2417,4059
Julietta Aldham,27 Larry Junction,2468273,5,3,606,3760
Dermot Cadlock,54 Moland Center,1930819,4,8,2986,2324
Quillan Walrond,52 Nelson Place,2192858,3,3,2666,3031
Kaela Bumpus,52866 Northview Park,2431418,7,1,2350,1012
Oswell Galvin,06 Bayside Hill,284594,3,2,3350,4960
Norton St. Quintin,27 Brickson Park Way,1092246,3,7,2050,2382
Merry Wiltshear,612 Rigney Point,1993220,4,7,923,1987
Denice Chippindall,80 2nd Alley,543598,2,3,1142,594
Alonso Galtone,29672 Bellgrove Court,2132331,8,2,792,2161
Chev Willoway,03 Springs Pass,2027465,1,2,2935,2014
Nyssa Joppich,4837 Tomscot Trail,2296263,5,4,2888,2305
Billie Reford,1 Dapin Alley,2359766,1,6,2994,2759
Sergent Marryatt,7907 Kingsford Lane,1531537,1,6,3047,985
Mechelle Silbert,19884 Rieder Alley,647823,2,8,2338,2618
Billie Kubicka,57 Heath Road,265009,6,1,1693,4156
Roland Button,5 Summer Ridge Plaza,1142970,4,3,2525,4616
Lenora Addionisio,48 Rusk Lane,717631,0,0,835,3090
Leon Duffill,2 Melrose Terrace,659469,3,7,2778,4278
Elinore Matejovsky,3668 Northridge Center,338297,5,2,2438,2343
Galvan Leneve,5 Steensland Hill,2341039,5,5,674,455
Betty Karadzas,8815 Kings Park,2521133,3,2,2435,4486
Rebe Crookall,36 Heffernan Place,2193081,4,6,460,2506
Faustine Romushkin,15321 Spohn Terrace,1400600,4,5,3299,918
Honor Whyberd,2 Division Junction,1390618,1,2,3422,1425
Angeline Fyndon,1516 Prentice Trail,1271163,2,1,570,1136
Janeva Emma,96 Loftsgordon Parkway,1812371,0,6,2969,1632
Clare Eastcourt,238 Forest Junction,2408510,7,5,288,1830
Selina Sherewood,2694 Barby Circle,2316504,7,8,3126,4908
Gray Monkman,5 Dunning Junction,2747656,2,3,1356,4338
Addie Gravett,24246 Gerald Lane,1296144,1,2,3006,2045
Brice Loddon,83843 North Crossing,2637578,2,5,1856,428
Halette Dutnell,6174 Anniversary Way,3089294,7,7,2265,3243
Liva Hackleton,0 Vernon Hill,2871447,1,6,1504,2823
Hobey Robinet,37 Beilfuss Plaza,390687,3,8,3221,3142
Ingemar Corro,437 Talmadge Avenue,331790,5,6,2681,1586
Batsheva Fairweather,6 Shoshone Hill,1521568,8,6,1786,4812
Templeton Alsop,0682 Duke Lane,2626187,0,1,3355,4079
Gui Di Ruggero,5 Arrowood Place,1756297,7,2,1945,675
Celka Audry,90 Evergreen Center,2607693,1,0,1125,3205
Maureene Benditt,04 Alpine Drive,3151574,7,5,1453,4964
Madel Dixon,3900 Moulton Place,1786940,3,4,1184,1651
Burton Bellee,2317 Forster Park,2488306,7,5,1047,956
Dwain Osipenko,6061 Jackson Circle,3154381,2,7,2057,1849
Bunnie Folini,628 Clarendon Center,708538,5,4,305,2704
Early Glewe,59816 Lunder Way,1318720,2,3,739,3127
Alexandro Byne,4294 Center Road,2791511,7,4,190,2201
Josee Laudham,79 Bellgrove Court,916546,7,4,670,4615
Rozelle Midson,15 Swallow Hill,1894389,8,4,1258,3169
Tamma De Cristoforo,72542 Graedel Street,2536720,4,8,2427,1310
