name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Idaline Hanburry,303 Maryland Drive,2640525,7,6,4170,150
Gan Crippin,73 Evergreen Place,516427,2,3,3779,2012
Karoline Coker,0557 Tomscot Lane,1476750,1,0,2308,3425
Sheila-kathryn Gobolos,741 Vera Avenue,2371119,4,6,5192,27
Addie Azema,3 Calypso Parkway,1494442,5,4,3888,2369
Abbe Satford,3 Marcy Place,2485814,8,5,4231,1354
Caryl St. John,96 Eagle Crest Lane,2480127,8,2,1980,852
Cassie Cucinotta,321 Sunnyside Circle,4098342,1,8,2525,1891
Cullie Gorst,4 Hollow Ridge Avenue,4302166,3,3,2132,1602
Willis McCooke,68 Onsgard Pass,2443150,1,4,2706,2055
Marketa Ledram,76433 Montana Point,4011444,8,3,576,2659
Davidde Conville,132 3rd Park,4347357,2,4,2833,3214
Marigold Redman,84979 Jana Center,1497940,4,1,1902,45
Tiertza Bram,3 Monica Court,873025,7,6,4174,442
Audrye Curnick,00 Granby Avenue,948924,7,6,5473,2031
Kerstin Mouth,20803 Forest Lane,3307489,2,5,4682,1018
Kristel Brent,7366 Rigney Junction,1518234,3,4,2863,2063
Dukey Petrelli,54067 Brown Court,4479034,2,8,2927,1817
Lyell Sybe,7676 Brown Center,1824704,0,2,3805,2124
Munmro Bulfit,1614 Northridge Road,1866100,8,3,4335,569
Chickie Loachhead,7 Packers Crossing,488240,6,2,4776,2324
Babb Mounce,784 Mendota Place,2208149,6,2,104,890
Shep Eke,80622 Bashford Road,3555299,2,6,147,331
Matthias Shearsby,67722 Sommers Place,1038542,5,0,274,1140
Lammond Bartolommeo,9188 Ridgeway Pass,4405765,2,4,2156,1944
Charline Corns,979 Moulton Way,4758451,2,0,3394,1992
Shayla Roache,3 Anderson Terrace,3594387,8,7,1420,3142
Roland Lusk,2 Burning Wood Way,2465396,0,1,848,266
Othella Moir,67177 Buena Vista Point,736194,3,7,2664,2289
Winny Colombier,055 Carey Plaza,2385755,4,0,993,3043
Parsifal Bemment,09356 Ludington Center,4803218,1,8,3361,2107
Aurilia Rignold,463 Anzinger Circle,2360311,5,0,3901,2490
Evangeline Richemont,797 Vermont Road,2270071,5,2,577,1101
Hilliary Bakhrushkin,0 Mitchell Terrace,2514848,2,0,1741,83
Clerc Bewshea,8 Grasskamp Crossing,2036442,3,3,1228,1501
Tally Ruggen,36 Comanche Place,3102696,1,4,1340,3142
Indira Etchells,909 Hermina Terrace,2872583,1,1,1074,4
Mendel Blachford,7 Brentwood Drive,3697276,1,5,3743,3304
Rosina Godsmark,8 Oak Terrace,1981550,4,5,1529,2238
Sandy Gopsill,0801 Fisk Street,1990514,1,7,1733,3242
Kirsti Kerkham,97 Memorial Circle,3315762,8,3,2929,983
Viviana Heineke,4942 Schlimgen Park,3868281,3,4,2183,2173
Melanie Blaxland,556 Maywood Way,1837158,2,1,1828,938
Ulises Standbrooke,98 Manufacturers Avenue,1651488,7,4,2223,2732
Alasteir Surgen,161 Roxbury Crossing,1348115,0,8,3679,224
Clint Sturton,2 Kenwood Park,4183263,1,4,352,3304
Raphael Pavlenko,16 Waywood Pass,2621739,8,3,3656,94
Shirley Presman,33 5th Trail,4697989,0,5,3039,3001
Val Folliott,79 Raven Court,2895463,0,1,1713,1105
Ilka Highway,423 Service Avenue,3770948,5,8,2429,2666
Kippar Rolls,7459 Carberry Circle,2289097,8,0,3780,631
Lauren Keri,0928 Melby Terrace,550351,5,5,4094,381
Mickie Strafen,97 Dapin Park,3132508,7,8,4253,1617
Ewell Vasile,7 Hovde Crossing,2807098,6,3,3868,2614
Annadiana Seatter,376 Hintze Avenue,1662685,2,5,3756,2209
Sharona Janew,8 Meadow Valley Circle,2678037,7,6,4493,3254
Portia Eastes,42699 Novick Point,988028,0,6,4765,2684
Lockwood Wittier,79899 Glendale Hill,1618540,7,7,2146,339
Donny Deabill,57555 North Lane,437490,1,1,1615,944
Eduard Tolley,32 Artisan Park,2293330,6,1,803,3259
Olga Worge,56 Londonderry Place,419962,8,1,1682,2822
Stafani Maasze,3287 Ramsey Court,4405656,5,3,3182,3258
Bonni Santoro,0 Rowland Alley,2395638,0,5,3414,3407
Merv Mungane,92 Clemons Crossing,1159110,0,1,4500,2208
Ethan Grigoryov,2720 Hanover Center,2071098,2,7,78,1759
Billie Jeannenet,8410 Schmedeman Road,2844732,3,1,732,3128
Ludovika Salway,2783 Dwight Plaza,4788287,6,4,1920,1510
Tony Stonhouse,49 Clarendon Park,611296,4,0,2684,2761
Hort Draper,8628 Oriole Avenue,2005596,6,6,3742,2789
Dehlia Giacubo,50 Almo Road,4924760,3,5,5169,93
Theressa Skune,40 Service Parkway,2178326,4,4,5462,1021
Michel Atkins,20 Moulton Avenue,4125177,3,2,5338,2416
Alta Poat,603 Fordem Parkway,3558616,3,0,151,2731
Neysa Derrington,34146 Ryan Plaza,867244,2,4,4578,992
Kaylyn Corradetti,34 Crownhardt Crossing,4525313,4,2,5408,656
Hanny Dovidian,0943 Pawling Way,2383042,4,1,1661,270
Genna Connikie,9588 Charing Cross Park,4421904,3,0,2353,953
Dixie Ansett,867 Farwell Junction,3643539,2,1,1363,2871
Justine Slyford,05228 Corscot Pass,3184727,1,0,48,738
Ottilie Mouat,51001 Forster Park,3424068,3,3,1885,3093
Camel Ferryman,08 Toban Pass,1681740,8,5,5490,1385
Jenelle Stockman,0080 Dayton Place,4536732,5,1,4345,1716
Riane Weiser,817 Reinke Lane,4993051,6,8,3785,2602
Byran Fourmy,9 Roxbury Lane,3149095,4,4,1457,1052
Wolfgang Daniells,00 Carioca Point,4207812,7,4,2032,1530
Melodie Lauchlan,045 Sycamore Park,2475523,6,2,5312,2641
Rania Pehrsson,64405 Sullivan Plaza,2770724,3,0,2539,359
Klemens Endean,1 Rigney Alley,3056925,8,4,931,2014
Brynne Bande,91 Marquette Circle,1874668,3,4,1636,2524
Kathleen Lindgren,9235 Holmberg Way,3992018,7,4,1762,3377
Hillary Viall,285 Northridge Trail,4126003,6,5,1049,1476
Melisa Lockitt,2 Granby Drive,2685849,5,5,916,1009
Jess Johananoff,89746 Rusk Drive,1751222,6,6,2882,757
Marius Touzey,1 Oakridge Terrace,4785979,4,6,901,3375
Danyette Mucklo,07 Washington Pass,746107,7,8,815,2412
Mellie Pizey,037 Lunder Drive,1840834,0,1,2779,2622
Norine Coolbear,4526 Raven Alley,1799683,1,3,3908,1208
Timotheus Hercock,55918 Everett Point,1331456,4,6,2197,653
Humphrey Gianullo,7666 Independence Crossing,2397816,2,2,4369,2364
Joanie Palluschek,6952 Coolidge Alley,2645555,5,2,1577,3393
Cullie Nornable,88 Hallows Park,1874418,1,8,4883,134
Madlin Abrahamowitcz,00110 Truax Drive,2382242,2,2,329,175
Herby Palomba,583 Superior Drive,1498116,3,1,3659,2670
Vernen Veevers,7 Anhalt Place,4889801,2,6,1445,628
Stafford McComiskie,57433 Pepper Wood Park,802696,2,5,814,1698
Gayle Leppo,3792 Cottonwood Terrace,583928,1,8,4819,1023
Angela Hebburn,303 Sutteridge Circle,3306979,7,7,2676,1408
Robena Stemp,398 Fairview Court,2207870,8,6,4375,2908
Giffy Brunning,989 Ronald Regan Pass,3606127,3,6,96,2774
Sib Paule,1 West Road,4721619,5,3,2514,2540
Sybil Defrain,01 Portage Hill,1656706,0,8,2073,1316
Dedie Oki,0 Russell Trail,1043975,5,6,2096,2300
Clari Hankinson,09261 Kings Terrace,2481776,8,7,4090,2755
Koenraad Olman,20368 Charing Cross Junction,1145994,3,7,1531,863
Zarla Butchart,3075 Golf Plaza,4752236,8,0,1379,2424
Ax Croose,26 Eagle Crest Pass,4487803,6,8,888,2005
Rakel Cowing,13141 Division Circle,4092022,8,2,904,1465
Rodina De Roos,18916 Gerald Way,2512748,1,5,3923,2209
Emelyne Sor,28947 Armistice Alley,1042562,2,4,3438,2640
Shepard Cohr,17 Arrowood Plaza,365308,2,8,3439,2883
Amber Bernardoni,8859 Daystar Street,4230839,3,4,2308,536
Lurleen Noden,4527 Golden Leaf Terrace,1952928,4,8,3948,2633
Grantham Waliszek,5 Granby Terrace,2752086,5,3,2462,422
Karilynn Spillett,121 Bultman Drive,1514731,3,4,1855,417
Royce Larcher,9 Vidon Hill,713325,8,3,2906,2572
Angelo Gherardelli,64444 Bonner Crossing,1871162,7,6,4152,3416
Jobey Pinchen,5 Fulton Park,1850618,5,4,862,3213
Verne Willmott,61255 Fallview Avenue,4360441,6,1,4008,668
Heinrik Popley,9934 Aberg Court,4986366,6,0,1854,2367
Karilynn Greenshiels,70 Elka Street,3150069,2,4,3880,3112
Liana McNickle,098 Golf Hill,1145751,2,7,2306,2120
Broddie Winterton,35113 Marcy Plaza,3368009,3,1,3474,684
Jordon Beveredge,3 Towne Lane,3453586,2,3,1393,94
Sunny Matuskiewicz,40 Beilfuss Crossing,1318455,4,2,4833,1350
Harper Spera,5 Eastwood Plaza,3207858,8,1,4733,2583
Patrick Borrington,4875 Luster Point,3539123,2,4,3166,3236
Babbie Laba,26005 Union Pass,2243741,7,1,870,2231
Aurelea Speachley,2 Dapin Park,1592000,3,0,3186,3493
Jaimie Kollatsch,50975 Mallard Crossing,1265364,8,8,606,390
Josy De Benedetti,73 Lien Lane,1149532,5,7,4449,3425
Arline Smart,43140 Kingsford Street,3021565,6,2,2204,3422
Aime Aldersley,7568 Nelson Road,3998334,3,5,1887,656
Ealasaid McIlwain,91658 Rutledge Way,2105003,6,3,5109,187
Seymour Dog,30 Declaration Crossing,929324,4,6,2609,1805
Daloris Hegerty,065 Eastwood Point,4028932,7,0,3448,1784
Didi Kleinbaum,763 Tennessee Park,2488835,3,6,536,1493
Eileen Jurn,05 Carberry Road,4217887,5,6,2747,1890
Noble Grayshan,06498 Parkside Park,1378866,1,0,4734,3041
Iseabal Wolton,54 Daystar Road,682126,7,4,2227,2590
Conan MacCaghan,5149 Veith Crossing,1430321,8,0,3350,935
Adina Rattenbury,617 Golf View Place,443597,5,3,3051,3416
Laryssa Ditch,679 Golf Terrace,453149,7,1,3203,792
Zachariah Tregonna,711 Brickson Park Center,566108,3,1,330,2211
Walsh Giamelli,24 Cardinal Terrace,1128828,7,2,1556,1604
Felicio Baddam,0178 Mcbride Place,1720365,2,3,4858,475
Caleb Botterill,1711 Westport Plaza,1602564,8,4,4035,1710
Myrta Graith,91 Morning Place,3606187,3,7,2,2202
Enrichetta Coan,519 Shopko Park,563438,1,0,4819,1904
Derron Staner,8 Golf Circle,670588,0,2,4490,1210
Silvester Heathcote,85262 Holy Cross Drive,3698034,2,6,3564,1514
Zaccaria Trowl,9 Straubel Park,1656753,6,0,1147,406
Petunia Raymont,88881 Moose Alley,3778865,5,7,1962,2594
Lydia Hayhurst,02 Pepper Wood Lane,1487181,1,2,3984,2461
Gaylor Raithmill,8130 Schmedeman Court,4432391,8,2,5222,918
Oneida Appleton,24 Reindahl Court,2223050,4,5,4856,2350
Jason Loges,900 Rowland Way,417891,4,7,4679,2347
Marty Tokell,67 Old Gate Street,2221401,5,4,4394,368
Rudd Aleksahkin,514 Truax Road,2220552,1,0,1191,632
Dagmar Epelett,7573 Calypso Lane,2760579,4,0,1630,3459
Rina Alekseev,43 Fuller Drive,4612532,6,1,3499,2414
Harris McEvilly,7173 Veith Park,4309979,0,6,3168,2892
Jerry Sclanders,1698 Luster Plaza,2370342,7,6,524,3271
Janette Koche,1 Loftsgordon Circle,3683544,8,0,2749,1531
Deina Tuffley,20 Victoria Street,992855,3,8,3568,1083
Monro Grubey,38396 Sycamore Circle,2315268,8,7,4961,2814
Dillon Dorsett,5 Eastwood Lane,530456,5,7,517,3410
Michele Shaudfurth,8499 Lawn Pass,4838642,5,6,325,512
Tori Rozycki,3 Holmberg Crossing,1245104,7,4,2488,3434
Ardyce Lamswood,0520 Sauthoff Junction,2014534,6,5,4539,1874
Valene Jolland,10554 Bellgrove Plaza,2764915,2,7,4472,1155
Celestina Swyn,61322 Florence Hill,3537809,5,2,839,977
Georgianne Lambregts,96 Del Sol Point,4862405,0,2,1326,3446
Conroy Wheldon,89838 Mccormick Road,1070178,1,1,455,1806
Katuscha Durrad,714 Bowman Drive,1007923,0,5,4373,2966
Zacherie Elby,88 Meadow Vale Court,2829084,6,5,2504,1680
Wynn Traher,21539 Arkansas Point,1875136,4,1,72,368
Ardelia Pearse,9924 Sutteridge Crossing,4883284,4,0,4085,1174
Dwayne Piddington,6 Calypso Avenue,1305532,6,2,5328,296
Federica Jeff,39 Veith Point,4846254,0,2,3442,569
Antoinette Imbrey,65 Quincy Avenue,2366236,4,7,4047,643
Darcie Braund,67798 Katie Court,4755465,5,8,4009,957
Elicia Naptine,1227 Homewood Junction,4370750,1,6,2854,1685
Melisandra Garrigan,2 Amoth Circle,3318033,7,0,5196,134
Dillon Lyptrit,701 Anhalt Pass,2991794,3,8,1153,448
Dominic Vidyapin,068 Randy Parkway,795407,8,4,5345,2353
Eddie Byass,416 Doe Crossing Plaza,3281281,2,4,2432,1579
Maximilian Houchen,8787 Scoville Plaza,1151535,0,3,2479,2308
Trefor Groger,46672 Anzinger Road,3602845,5,2,4816,612
Grover Zambonini,62 Sutherland Court,3208762,4,0,1231,157
Caitlin Braunes,5 Badeau Street,1624481,4,6,3347,3041
Lydon Haack,9219 Express Place,2964072,3,1,871,1725
Sabine Hansard,4563 Anniversary Point,1490524,7,8,3274,347
Trev Dufty,6563 Arkansas Court,3300638,2,2,4289,347
Jasper Friskey,94 South Trail,627929,1,0,2236,1931
Ashley Jenicke,1 Porter Avenue,4961438,3,1,4053,2619
Rosabel Chuter,3 Chinook Terrace,2282997,0,7,1472,379
Katalin Larvor,5211 Delladonna Terrace,1347051,3,4,2141,1579
Ernesto Barnet,33265 Nova Place,1903695,7,5,780,2678
Florette Wynter,31077 Shoshone Drive,3299278,5,3,4497,1424
Filippo Thackeray,32 Dovetail Road,1756931,8,6,4545,276
Gwenneth Veare,8646 Randy Parkway,2168506,6,1,23,1383
Dyana Bibb,0906 Manley Way,3176079,5,5,4799,1906
Daisy Bedding,8 Welch Parkway,3330823,0,2,3217,1044
Hamlen Petherick,68630 Emmet Parkway,3725278,7,7,3407,3071
Dita Agott,98936 Riverside Pass,892260,8,1,4903,546
Sharl Scholling,2 Larry Plaza,3377135,4,4,597,2161
Stephenie Brain,828 Waxwing Hill,2524376,5,7,5145,2519
Marietta Ransbury,6 Acker Terrace,4021087,0,1,2667,1629
Anneliese Ceaser,0609 Dennis Lane,1611835,5,7,1535,1734
Etty Brister,27804 Union Drive,3856448,6,6,1251,3095
Nerti Quickenden,01 Shopko Center,4698183,8,6,178,2658
Daloris Dreossi,41665 Stang Parkway,643221,7,4,5326,24
Iorgos Challicum,070 Farmco Way,4989334,5,6,1474,1889
Jakie Swalwel,9842 Elmside Plaza,2868931,2,4,854,2314
Carlie Hallam,3 Eliot Trail,811440,8,1,1235,1576
Marne Danielian,8 Messerschmidt Alley,3724664,3,4,2830,3093
Orton Romke,8 Melvin Trail,3420757,4,1,1116,1446
Adora Gilardone,70486 Rieder Street,2716962,3,1,3416,654
Kamila Bartholomew,867 Cordelia Road,2170737,2,1,1174,2765
Jerrine Aaronsohn,80 Hudson Point,3316706,4,1,3516,151
Melesa Miskelly,0 Johnson Parkway,4842849,1,6,5074,2660
Janine Delamar,1746 Tennyson Parkway,560129,3,7,5308,2599
Ariana Duncan,5818 Walton Crossing,2856543,4,8,4153,65
Gigi Allaker,8055 Heffernan Avenue,2628464,1,6,1587,3149
Madelle Howship,10559 Surrey Hill,2852535,6,0,2615,3465
Saw Caton,216 Becker Point,4619833,5,1,388,2938
Andriana Mordie,53 Bunker Hill Court,3520999,0,3,4247,2160
Tobie Brogi,6517 Artisan Avenue,618983,3,5,2572,987
Jessalin Harverson,054 Florence Road,3223292,7,6,5131,611
Keri Hamments,934 Burrows Center,2382215,6,7,795,2167
Jarrett Pickston,26 Mallard Court,466182,2,8,4508,72
Peta Petrollo,2774 Londonderry Road,4075849,3,7,1799,798
Sashenka Newstead,8997 Barnett Way,294643,3,8,1983,2799
Fergus Serck,556 Bashford Point,428681,0,5,4095,2530
Caitlin Dargavel,34126 Declaration Hill,1354170,5,4,1472,1444
Lorena Bourthoumieux,2032 Karstens Point,1008638,6,0,74,288
Danny Ferrige,9 Oneill Court,2190500,8,0,3272,3192
Antoni Dicte,24898 Melvin Circle,376231,7,8,2670,15
Crystal Wolters,96 8th Place,3960335,3,6,3241,2219
Aurore Bayston,1573 Scott Lane,826436,5,1,3620,2921
Dimitry Wonham,244 Cody Court,4333697,4,6,865,2734
Cortney Roundtree,0242 Erie Court,4122371,4,4,5487,2672
Neil Yarr,1 Charing Cross Lane,772543,8,8,123,1355
Eleanora Leisman,3090 Petterle Center,3943464,1,8,4059,3200
Ruy Turri,39819 Redwing Drive,1711665,1,6,3929,851
Valeda Dumbreck,5 Del Mar Plaza,1298469,0,0,620,1725
Rutherford Titley,052 International Court,4588657,5,8,5188,2255
Ralf Darrigone,10691 Canary Road,666708,2,3,61,1063
Scarlet Etchells,280 Lawn Trail,1454890,7,4,2471,1667
Basil Anear,8976 Blue Bill Park Hill,1188864,5,5,4385,3172
Pepi Bouskill,154 Jana Center,4950292,8,3,2479,141
Arlette Lownie,556 Menomonie Crossing,1701070,2,5,2961,1520
Lara Kochs,606 5th Lane,4729886,2,4,3705,2720
Edyth Ekell,72 Harbort Junction,2221018,8,2,1138,1178
Bondon Smylie,78930 Anzinger Way,733766,8,4,1832,257
Devy McGinney,94 Moulton Junction,908397,4,8,3502,985
Gilemette Britee,810 Becker Center,1058414,4,6,5194,2859
Feliks Esome,906 Mcbride Junction,4078375,1,2,4440,2576
Paxon Mitten,30928 Dorton Lane,4094505,5,3,3257,126
Davie Lockyer,14971 Petterle Alley,1105601,4,7,627,849
Price Spradbery,57678 Summerview Road,1408978,1,5,1118,14
Corette Fieller,6 Packers Hill,1482184,3,8,4316,3421
Albrecht Manlow,0 Texas Trail,1509659,0,6,1814,1345
Cullin Perrigo,44 Lighthouse Bay Point,4891772,6,8,4007,2627
Sanderson Falkus,5642 Milwaukee Court,2041738,7,2,1988,1645
Quint Ibbitson,26787 Village Green Lane,1206866,4,3,2029,71
Arte Arnopp,877 Daystar Center,1314169,2,0,4560,2566
Jodi O'Fairy,07 Shoshone Center,1816824,6,0,1003,1303
Hershel Duchatel,4669 Brickson Park Point,572264,7,3,4780,3084
Dora Cumpton,5855 Kipling Way,1268739,3,8,1480,179
Krisha Barker,2904 2nd Drive,4345492,8,1,4329,3306
Erna Conley,56453 Kim Drive,4189242,2,1,2133,2817
Jackie Brackenridge,8 Cardinal Way,1981289,0,4,2279,1370
George Mival,9766 Westerfield Crossing,1407261,6,1,281,959
Zola Charpin,63184 Mariners Cove Circle,2286135,6,7,2237,1964
Leeanne Foxon,5752 Tennessee Road,265378,0,8,2036,3357
Darius Goodfellow,085 Reinke Lane,2960180,7,8,4868,1222
Rowen Aylen,2 Gale Alley,1439399,5,4,1100,2836
Marni Atthowe,13573 Gina Way,420989,5,2,843,1757
Irvin Stag,82 Melby Park,4514031,3,3,5150,1259
Vince Kosiada,2 Browning Crossing,4188420,2,7,3089,1684
Josi Barradell,64657 Jenifer Center,3438193,0,2,547,121
Teodor Wickens,88863 Dwight Lane,920951,0,5,4787,407
Benjamen Haddleston,951 Veith Terrace,4495090,7,8,4007,2281
Rafaelita Dibbe,46619 Pennsylvania Avenue,663746,2,5,73,2868
Leandra Monk,45 Messerschmidt Lane,1118138,1,6,3827,1650
Elsbeth Ashwell,2118 Corry Way,743736,3,0,1081,452
Torrance Sands,28 Wayridge Center,2544163,0,6,5237,2995
Herby Byrth,89933 Reinke Road,3192379,5,4,3755,1068
Edeline Bratley,19 Arizona Pass,2071779,8,0,133,2368
Merna Auger,38564 John Wall Alley,2914178,8,0,3776,2659
Libbie Terren,3765 Miller Way,3416288,3,2,649,1106
Urbain Bicheno,67 Lotheville Hill,478893,4,3,4402,2092
Holly O'Carran,54 Heffernan Center,583917,7,2,4447,1084
Ivar Perfect,18 Linden Place,4250391,2,7,1513,2328
Park Pascho,0 Vermont Parkway,1043597,3,8,2825,658
Quinta Golde,9 Doe Crossing Circle,2488886,1,7,2421,1306
Cassi Baddam,3689 Charing Cross Way,4932051,2,0,5022,104
Glory Bisley,422 Scofield Parkway,3341146,2,6,1682,595
Stephenie Jannequin,916 Crowley Hill,1610065,7,5,1653,2487
Regan Settle,31835 Stephen Point,432461,1,5,4683,2369
Maurie Benedito,64 Marcy Drive,1822804,8,6,3791,388
Mureil Jacks,022 Vahlen Drive,4183777,4,0,1063,192
Mick Corker,6 Shoshone Crossing,1057461,6,2,3612,680
Tom Jacqueminet,726 Riverside Court,4756316,7,1,575,969
Shelli Prestidge,02360 Clarendon Park,4419184,1,1,2450,657
Erin Threadgall,615 Moland Street,3464199,1,8,2771,3401
Jesus Iacovacci,54130 Blackbird Terrace,2628979,4,5,4305,822
Tierney Delacote,43051 Union Trail,4041453,0,2,3752,3376
Lambert Guillford,5331 Ridgeview Terrace,3799690,5,6,1610,1956
Ann Malbon,7 Talisman Lane,855895,5,4,2849,1690
Thorpe Bonaire,1390 Spaight Junction,1199586,5,7,2233,614
Nisse Flaonier,58238 Goodland Park,1356285,7,3,3613,2009
Yasmin Ducker,8 Melody Pass,4736344,8,3,2451,3274
Cleopatra Windley,384 Homewood Way,628228,5,1,2026,2671
Sandy Duling,969 Rutledge Trail,1766744,4,7,2176,227
Benetta Kilgallon,54 Porter Plaza,3884550,1,5,1800,3217
Rae Itscovitz,39687 Brickson Park Court,2847114,2,2,2544,879
Alisander Dolley,07 Merchant Circle,660207,8,8,5146,304
Jessica Gaskal,7 Linden Alley,2562505,6,7,2699,925
Haskell Phaup,0828 Hazelcrest Crossing,4572963,8,2,1716,2282
Ado Leban,0 Morrow Pass,1064829,1,5,2839,3351
Vincent Hargrave,78 Dakota Court,3827437,0,2,1596,2697
Helen-elizabeth Bannard,99830 Hudson Center,2595804,7,4,4803,242
Erinn Mycock,764 Sage Park,2699067,2,4,387,3172
Virgina Mulles,1214 Hansons Alley,3269309,8,1,665,3094
Olav Nestor,335 Ridgeview Junction,3785720,4,1,4780,2364
Bank Tumber,435 Sauthoff Drive,4523922,5,2,1302,1262
Lay Duggary,97 Marquette Place,1781529,0,3,767,2590
Fidela Macro,1202 Pleasure Plaza,4403455,1,5,430,229
Trix Webben,64 Shelley Pass,492874,2,2,3177,794
Alyson Hutchins,82514 Sullivan Avenue,3557174,8,3,3390,455
Delcine Connell,55511 Hoard Center,857411,3,6,1304,1084
Marcellus Keetley,5 David Parkway,2343869,0,2,4562,709
Melosa Kilgallon,51204 Kinsman Court,290351,3,7,1619,2036
Erick Berrisford,62035 John Wall Pass,4207107,1,5,2614,3481
Ella Jeavons,5869 Crowley Junction,1181239,6,1,1126,2077
Kareem Grigaut,8641 Sutteridge Street,3607962,0,1,3720,1964
Clem Flanigan,5 Scoville Way,4006585,1,7,1313,169
Broderick Gannaway,839 Esch Lane,2307975,2,7,143,384
Rosaleen Goldis,4 Northport Junction,2698224,4,1,1224,1337
Lisa Meni,64 Muir Plaza,4499337,1,5,1719,2003
Elwood Davis,30 Melrose Place,4550464,4,4,3860,166
Hana Fairbeard,12572 Mallory Alley,1468785,4,6,2976,1795
Arin Brisland,53773 Twin Pines Place,2467282,0,8,6,820
Tobe Kunzelmann,24 Lyons Terrace,3149859,6,1,1598,730
Bald Baudrey,2 Lerdahl Street,4571236,7,8,256,1240
Brenna Jeary,80 Lighthouse Bay Avenue,2478105,2,3,3215,3109
Herta Cuchey,45550 Mosinee Circle,3433019,1,2,230,759
Aldridge Withers,6 Maryland Place,2534783,4,6,3731,1495
Roldan Milby,25 Pond Way,3655109,7,0,255,3097
Bonita Yewen,57454 Portage Place,4032017,6,2,725,3159
Joaquin Antonucci,31848 Magdeline Court,3834955,8,1,3397,554
Zorine Abotson,352 Utah Terrace,4712791,8,4,5486,1374
Tilda Chevalier,5 Dapin Circle,3505475,2,7,3195,2048
Marina Bentame,11620 Little Fleur Junction,1173464,4,8,1228,3376
Fair Copplestone,752 Mcbride Place,4818374,0,1,3839,1006
Maximilien Hurkett,9 Forster Junction,4616423,6,1,91,16
Patin Ascough,38007 Anhalt Trail,2137756,4,3,2068,768
Rob Benam,6981 Northfield Terrace,1037535,2,7,1060,978
Georgy Wildman,76214 Oak Valley Circle,816977,1,3,5392,1868
Wilma Etheridge,6 Clyde Gallagher Lane,3001574,7,4,3360,1567
Shellysheldon Jeaycock,4470 Clemons Street,1825060,7,6,3495,364
Beck Espinet,0533 Commercial Park,1644979,2,4,2018,2029
Rachael Andreopolos,2241 Debs Way,3394555,6,3,128,3358
Katherina Osgardby,2 Thompson Way,1700968,6,5,5156,1774
Lishe Dumigan,8898 Miller Pass,3329455,6,2,1413,1587
Padgett Rowcliffe,765 Charing Cross Trail,1513171,8,4,787,2590
Archy Satterly,0251 Dexter Road,2919864,8,6,1615,1466
Lorrayne Chatel,421 Utah Plaza,2947310,0,8,3111,2680
Kevyn Klulik,847 Bultman Road,1362940,6,7,4049,1640
Haywood Strasse,7 Columbus Place,1538989,6,5,3115,12
Freedman Mattschas,6961 Hagan Plaza,2112230,2,0,2342,2231
Guilbert MacQueen,32 Hoepker Court,1140427,8,8,4669,2115
Isadore MacAlpin,6543 Basil Pass,1594374,2,0,2642,1248
Lind Espinha,46473 Forest Parkway,1375895,1,5,1016,2468
Elfrieda Pepin,5 Nobel Junction,1935248,4,1,4669,103
Lexine Cumber,88 Green Ridge Lane,1232339,1,1,95,246
Davidson Wederell,8 Morning Alley,3339090,4,7,3523,3147
Sebastien Hassett,423 Killdeer Point,1657376,1,6,4151,956
Garey Gabel,82 Hansons Lane,1926909,4,1,4055,3040
Noach Baudesson,42646 Westend Plaza,1381449,2,1,4186,1897
Wynn Darco,3 Briar Crest Place,2828015,0,5,1771,3152
Cullin McKew,1 Merry Street,2714262,4,4,3241,3137
Inigo Clemenzo,721 Hayes Pass,1258222,6,7,3421,719
Maximilianus Hutchence,2 Johnson Trail,2987033,2,5,4326,2501
Kippy Boss,08 Westridge Avenue,3781311,4,1,1627,3427
Brenden Adamini,0646 Grasskamp Hill,3284602,3,7,1451,658
Lonnard Scotchbrook,33552 Briar Crest Road,2800006,2,5,5049,2052
Bella Byrnes,96999 Kedzie Point,1435404,0,1,4135,665
Care Rawlcliffe,0 Esker Way,1541228,0,5,3633,2504
Merridie Spofforth,07 Wayridge Drive,3964683,1,5,58,3174
Gauthier Beckley,328 Truax Hill,318925,5,2,2345,451
Kriste Slimmon,3542 Rockefeller Point,1464844,5,5,1213,643
Sandi Hovey,41 Claremont Junction,1613910,8,2,4691,2088
Cecilla Wroath,45521 Springs Terrace,2242171,3,5,1561,2873
Lyndel Charer,11286 West Park,545016,6,8,1245,674
Kirstyn Ivankin,02907 Messerschmidt Circle,4969472,2,5,4625,2942
Taite Ianitti,13125 Fulton Alley,2140445,3,0,4499,2998
Cecelia Ness,05 Oakridge Alley,4218725,2,3,3552,3136
Tristan Paschke,68 Farragut Way,3967884,4,0,1663,2617
Ferdinande Semper,2 Old Gate Park,2579102,1,8,3702,1647
Claiborne Sargison,56734 Esker Circle,2536598,3,2,2710,2165
Gussy Ternouth,24141 Pond Street,1045914,7,7,871,217
Petronille Topp,2994 Loftsgordon Parkway,1852062,8,4,4818,656
Janene Oliveira,5 Magdeline Crossing,2442032,2,3,1636,3103
Myrah Inchbald,06083 Dottie Drive,2955465,6,3,1769,3395
Antony Collip,8184 Bonner Alley,1192233,1,1,501,2173
Gavra Bitcheno,25404 Roth Junction,1937637,6,8,114,1597
Sarena Verrico,219 Charing Cross Hill,3859414,6,2,1321,1324
Lucy Ilsley,506 Vermont Trail,3491233,2,1,1710,3297
