name,address,listing_price,num_of_bathroom,num_of_bedroom,num_of_view,size
Jeniece Reeks,2 Barnett Avenue,2684449,7,1,1219,448
Horacio Suttling,6 Vidon Court,2208472,2,1,4821,3361
Fawnia Jacobbe,946 Ronald Regan Drive,2446791,6,3,2914,348
Justus Van Baaren,6 Becker Road,1502564,3,1,3224,563
Aube Kitlee,97906 Anthes Way,2707102,1,3,3623,413
Jemima Hulance,539 Bluestem Park,1649508,5,4,5175,1894
Kayle Duffyn,48572 Clyde Gallagher Place,1313555,1,4,3537,1634
Mommy Kinleyside,4314 Lake View Center,1375594,8,2,3560,339
Cassy Audenis,310 Melody Crossing,1564919,4,1,3747,1490
Olia Yabsley,201 East Pass,1992917,6,2,3905,997
Anestassia Harbour,7 South Avenue,4878855,8,1,2386,1754
Eugene Waite,10392 Maple Street,4131741,3,1,651,2949
Pippo Mincini,7 Basil Place,276272,3,7,1807,1320
Sophia Cabotto,7 Moland Terrace,350883,4,5,826,2329
Gwenora Grew,3 Village Green Trail,525155,8,7,2575,2059
Clevie Smolan,204 Beilfuss Pass,3802767,8,1,2173,2744
Jerald Godain,767 Thompson Alley,4808703,4,3,2633,898
Maison Suddock,2184 Twin Pines Junction,3985291,3,1,1705,2479
Othelia Colaco,6795 Comanche Drive,4607667,8,4,3636,1659
Jyoti Newport,1760 Stone Corner Place,4817858,0,8,3470,3439
Augy Cheetham,38153 Anthes Point,4914176,3,6,1765,515
Ferrel Leydon,52363 Derek Street,2119032,4,6,5447,1141
Athene Novill,6023 Morning Park,271308,1,0,777,2158
Guillermo Lindenberg,92210 Westend Circle,3664795,7,4,4734,570
Carmine McCaskill,15161 Memorial Terrace,1230423,8,8,112,37
Marthe Hows,33699 Oak Valley Court,3879784,8,4,2186,1616
Claire Dangerfield,671 Little Fleur Parkway,2198939,8,1,4124,3160
Sosanna Chapellow,32292 International Plaza,3898518,5,7,504,1245
Louisette Shanley,824 Dottie Way,2412719,6,3,4764,2957
Gustav Tregian,6 Marcy Trail,2065459,4,4,2372,1840
Viviene Tough,40 Arrowood Parkway,3668982,6,5,1553,1573
Irwinn Ashforth,20479 Commercial Pass,2112095,2,7,4875,12
Corissa Jedrzejczyk,2 Bowman Avenue,1340633,4,4,1584,2462
Gates Tatlowe,74 Warbler Parkway,4865618,7,3,1132,1583
Tabbie Spaldin,01384 Hollow Ridge Circle,2003788,3,8,1222,1074
Bevin Matevushev,10342 Fairfield Park,1151063,3,3,1731,25
Morgan Measham,41998 Northwestern Center,541097,2,0,5126,765
Reggi Vasechkin,70805 Algoma Point,888153,2,8,2962,2613
Arleyne Jude,84981 Blaine Street,4192358,6,1,2882,1348
Cate Bobasch,57891 Corben Avenue,808511,0,2,385,2081
Wash Kernes,76 Brickson Park Way,1826332,1,2,1906,1272
Jameson Ben,22559 Anthes Point,3198858,7,7,56,665
Clayborne Waghorn,051 Sunnyside Street,759467,6,8,3362,524
Alica Earley,6281 Oak Valley Avenue,460871,8,3,1525,1960
Meriel Durrand,8 Dennis Avenue,2033793,6,2,5155,2102
Cherrita Flatt,719 Morning Way,2884228,2,4,2406,3174
Henry Milton-White,4 Elka Avenue,3115651,5,8,102,1768
Inessa Rhymes,8470 7th Circle,1620059,6,0,4702,51
Sayers Handover,88685 Bashford Drive,979251,4,1,2375,2282
Anatole Lafay,4146 Anzinger Way,282452,5,3,132,710
Etan Fowley,2 Bartelt Terrace,3840829,3,0,176,3422
Flossie Rawsthorn,446 Waxwing Plaza,2254430,8,2,4604,390
Shawna Tresler,9039 Acker Park,4510186,2,4,2516,1807
Amaleta Burcher,58763 Ruskin Pass,3218695,7,3,1072,3026
Wain Somner,5840 Messerschmidt Lane,3030053,5,3,1688,2992
Adiana Sedwick,682 Coleman Avenue,4755758,6,5,616,1052
Alistair Schulter,0164 Waubesa Parkway,4093693,6,7,1120,1191
Tom Hinckesman,43049 Eagle Crest Parkway,1783987,5,7,1285,208
Brooks Witchalls,86 Esch Plaza,2524519,1,7,2816,3157
Isabella Casaccia,8298 Di Loreto Road,3325847,8,2,3612,293
Garreth Poncet,313 Golf View Circle,4346603,0,7,2521,500
Corey Bamforth,4 Kennedy Plaza,3012599,6,3,1851,3036
Milty Roughey,9958 Mcbride Terrace,3613837,5,4,50,2499
Robina Blumsom,02 Hoard Junction,4370178,8,7,1497,383
Mahala Cristol,374 Waubesa Plaza,1250118,3,3,616,3181
Dody Sheivels,165 Fremont Point,4418301,6,1,4487,192
Christal Petegree,19 Comanche Way,3905069,4,8,1844,3294
Charyl Humby,600 Ohio Parkway,4538221,1,0,1646,263
Teddy Schwieso,41552 Tennyson Lane,2331008,6,7,2547,2208
Sharleen Gilffilland,0 Sauthoff Circle,1998890,4,6,3925,1937
Raquel O'Clery,69 International Crossing,4880912,5,4,433,980
Isabel Hedon,5 Glendale Street,786715,3,5,2157,1438
Barrie Hattigan,53 Stuart Hill,4225108,2,6,3131,425
Belia Walshe,12401 Mariners Cove Way,476817,3,0,1982,688
Den Squelch,138 Messerschmidt Court,4028574,2,3,3376,3227
Kim Greenly,0759 Messerschmidt Pass,1919304,1,0,291,2085
Nanette Stanyland,09 Independence Court,1655281,4,4,86,3047
Shirline Poley,7 Doe Crossing Avenue,3064521,2,7,2225,2581
Flossie Feitosa,880 Green Ridge Parkway,351934,8,4,4139,1142
Mirelle Tuminini,29382 Claremont Circle,605764,3,6,3634,2165
Tyson Kurdani,63525 Northridge Park,517142,6,2,3958,2258
Philipa Rodgerson,4 Jana Avenue,2402146,2,4,2549,2679
Burgess Mattiussi,7 Harper Park,2511516,3,4,4683,3052
Reena Bryan,91888 Debra Way,1099006,8,5,3786,3313
Martica Fitzgerald,67 4th Way,4437610,6,7,4180,614
Allegra Samwayes,9542 Village Green Parkway,3328651,0,0,375,1978
Elsie Carbett,83 Declaration Drive,3316811,5,7,4537,2401
Stacee Hawthorn,0595 Kinsman Center,2089844,3,5,4698,288
Isidore Tille,14 Delaware Circle,323367,8,2,744,930
Lloyd Filisov,5586 Hayes Crossing,1474627,3,5,3221,1476
Celina Matisse,5 Mesta Drive,4095798,2,7,4238,2123
Rosa McCutcheon,7978 Dovetail Street,3538478,1,7,4290,2048
Aggi Storek,2 Mendota Road,2448973,0,5,2800,1214
Melitta Erratt,92 Laurel Circle,1951976,8,8,3275,2880
Natalee Mattaus,162 2nd Way,1405275,4,5,4640,176
Kynthia Kraut,74 Comanche Pass,1384647,6,5,2960,1108
Elisabeth Sorley,6 Merry Center,658867,8,7,1342,2523
Rhys MacFie,55 Gina Hill,1932985,5,2,121,726
Dorena Barnham,7524 Hudson Street,3067923,6,1,1938,1834
Martguerita Somerville,5 Myrtle Terrace,2488275,8,1,1556,765
Aldis Schrei,54062 Rusk Point,1839071,2,5,3375,786
Griffin Dewis,4372 Katie Park,3562372,8,4,3600,300
Marnie Potticary,06 Fair Oaks Alley,1606572,2,4,4133,634
Antonella Wilshire,5546 Melody Way,2018464,8,4,2074,2512
Ilaire Boyfield,58899 Service Pass,1200702,2,2,221,3233
Leoine Jentges,238 Prairieview Plaza,1796365,7,2,1506,2770
Jillana Digg,3449 Bunting Drive,2058635,5,2,635,3015
Sileas Death,8774 Buhler Point,3919225,4,1,1954,1206
Jone Gerriets,6 Packers Point,4388637,8,6,1471,875
Daron Freezor,79 8th Park,3261606,4,2,4674,1183
Euphemia Dive,5 Grasskamp Court,4426490,8,6,3519,1231
Charlena Quinney,07549 Union Point,4588664,8,1,1407,126
Perle Draco,5 Kingsford Circle,2039015,3,1,4144,3310
Shanan Galier,295 Walton Crossing,637754,2,5,2235,3060
Garrek Kinmond,1408 Florence Point,586505,2,3,2957,2208
Agustin Huie,9 Eggendart Road,2709059,2,0,2748,1910
Westbrooke Heathwood,132 Fordem Terrace,341495,2,6,1329,524
Raul Deguara,33017 Colorado Pass,4529378,6,5,1924,114
Kissee Bremner,8020 Comanche Street,2650661,3,1,5294,1512
Sonja Gatrell,583 Carpenter Plaza,1150010,8,7,2234,2265
Murdock Hamblington,81974 Helena Alley,4664078,7,4,3821,760
Nikolos Mongan,44 Northwestern Way,4433620,7,0,2258,1764
Lizzy Thys,8 Pond Parkway,3676088,7,0,2011,2932
Ab Lackney,791 Ryan Park,523487,6,7,4278,688
Leoine Hallowes,9 Dwight Plaza,543618,5,2,4149,2899
Ardine Scatchard,6 New Castle Center,3686864,4,8,3056,1617
Charita Sall,326 Forest Dale Point,3048304,0,6,2251,510
Lorry Geill,7090 Hollow Ridge Terrace,4328004,5,7,3043,1075
Bobette Weatherley,84212 Pankratz Terrace,2134115,5,7,3221,757
Demetria Rodinger,9 Waxwing Drive,795746,0,5,3465,2359
Melonie O'Sheilds,3 Meadow Valley Road,4516739,7,4,2158,1434
Sephira Peschke,78689 Roxbury Terrace,3710729,6,2,4982,1774
Hamilton Brockelsby,5 Russell Park,3060118,8,5,4878,647
Howey Eve,235 Anniversary Point,2655532,1,1,471,2243
Alex Dennis,122 Washington Pass,4218626,0,7,109,567
Lyda Roderighi,2 Oneill Plaza,1341287,0,7,1026,3309
Lynna Dursley,7862 Crescent Oaks Crossing,2048311,2,7,2092,219
Lucinda Derycot,09612 Kings Way,3672139,1,7,93,712
Holden Davidovitz,20720 Spohn Parkway,4516088,7,6,492,629
Hodge Warrick,691 Nelson Place,1434819,6,3,513,779
Frasco Trunchion,1 Nevada Drive,978150,0,2,4121,3285
Frasquito Rosenshine,9240 Glacier Hill Lane,4205410,6,6,4980,1591
George Mundell,4285 Toban Drive,413698,2,6,2101,144
Rivy Francescotti,5595 Dennis Crossing,1351287,7,8,2372,2421
Pattie Cosgriff,782 Summerview Trail,3583533,7,0,3870,2215
Magda Rubroe,1 Corben Point,3147579,4,0,4224,399
Kim Broadfoot,21365 Mitchell Way,2307910,8,3,3117,2522
Harlin O'Loinn,885 Talmadge Court,1058679,8,5,532,2735
Jada Anglim,4045 Corscot Parkway,2180389,2,4,470,909
Alejandro Rottery,032 Fulton Pass,1150409,5,6,3684,3492
Mariejeanne Clinkard,7321 Grayhawk Lane,1860070,5,7,3364,1181
Teirtza Cases,464 Cambridge Plaza,1965402,4,7,4480,1186
Edlin Vinau,4061 Green Ridge Park,579292,0,8,476,1643
Jennifer Bascomb,3 Gulseth Avenue,1137336,3,3,3456,1694
Jackqueline Woloschinski,6237 Clove Center,1231746,2,0,2357,3446
Heath Farge,5 Delladonna Crossing,2727532,6,1,1460,3339
Karlene Ziehm,09599 Myrtle Pass,2623561,3,2,3753,274
Sunny Beddon,05 Lighthouse Bay Center,3927451,5,8,5194,1971
Ada McFetridge,25 Dovetail Plaza,3822178,1,2,1502,2690
Jojo Ioan,5602 Beilfuss Road,2598799,2,4,5139,1002
Ailey Docharty,1639 Oxford Court,1592785,5,4,564,869
Llywellyn Fearick,6642 Columbus Way,1440521,7,1,1473,2488
Quentin Durrand,4 Artisan Crossing,1403372,2,2,4132,1486
Lissie Gidden,10015 Meadow Vale Parkway,3789453,6,0,93,1203
Cassandre Greenaway,06 Morning Alley,1126039,4,7,4528,1264
Ingelbert Bourner,88 Washington Park,3619730,8,4,1054,2803
Ave Aitken,6 Briar Crest Lane,2249047,5,1,2039,3319
Richy Bison,6264 Fordem Avenue,351144,3,3,1788,250
Godfree Gras,1424 Lien Lane,3658615,2,8,4758,210
Myranda Petru,37168 Cardinal Park,2480883,6,8,4248,819
Lin Sprakes,18669 Lerdahl Pass,918957,0,2,5259,2803
Phedra Donativo,3 Hanson Parkway,4510876,8,0,3681,2379
Giorgi Iddon,88 Hayes Road,3429937,0,6,750,39
Lelia Belvard,9 Michigan Crossing,294381,5,4,54,1600
Jeramie Laurent,4333 Crownhardt Alley,1327497,0,5,3553,3454
Jo-ann Plampin,6486 Bartillon Park,3548256,8,5,2685,929
Vickie Wandrack,2 Little Fleur Center,2337591,4,5,5195,1450
Baxie Manilo,4846 Summerview Pass,3791592,7,7,470,3404
Franny Fiddy,8572 Buena Vista Trail,1068568,0,3,1350,1035
Tulley Deabill,94 Park Meadow Court,2891573,3,1,2497,1460
Link Castella,5283 Lakewood Gardens Alley,3343505,5,1,2358,2761
Averell Deneve,986 Brentwood Junction,1946200,2,4,3652,762
Ranique Strafen,2 Sutteridge Street,299211,2,3,4645,2031
Bengt Horwell,88 Dovetail Court,3162677,4,1,4986,3164
Stormie Alston,6 Boyd Place,4955439,8,6,697,26
Inness Kinforth,2 Hauk Drive,2334469,2,8,3617,1495
Germayne Aslett,58225 Reinke Alley,2952849,4,8,5378,1771
Gratia Brigstock,66 Lighthouse Bay Alley,3923521,7,7,279,2230
Odella Kitto,2 Mosinee Point,496854,4,2,3359,208
Isaac Jevon,1076 Doe Crossing Terrace,2636433,6,7,3583,1590
Toddy Stratton,903 Stone Corner Hill,2660671,6,4,4436,1030
Noelyn Foulks,4 Kedzie Way,3606471,7,8,1425,2631
Willie Lippiello,1 Dayton Lane,3635084,6,1,4699,1786
Almeda Saines,36 Hoard Crossing,1793808,0,7,151,2018
Aidan Corder,36 Shoshone Road,549049,0,7,39,762
Kandy Spowart,9134 Little Fleur Way,4165253,6,8,2317,2470
Stefania Wrinch,4 Sutteridge Road,3961826,5,2,5094,3482
Sibyl Dossetter,945 Oak Terrace,4408761,4,0,4021,3469
Shannan Stonham,284 Grim Center,3459685,8,1,451,2042
Haydon Maunsell,0 Di Loreto Drive,2866864,8,8,4140,376
Deanne Cud,808 Briar Crest Court,839853,7,5,3530,589
Sawyer Lobley,78 Anniversary Junction,4999144,8,4,4809,441
Annabal Vales,22 Pepper Wood Parkway,2568123,0,0,5159,2073
Vernor Quenell,15 Russell Trail,3695865,6,7,4510,946
Alli Pannett,225 Fieldstone Drive,4871702,5,0,581,1377
Ringo Priestner,15940 Bay Drive,805651,7,2,3715,1460
Davie Scullard,87707 Meadow Ridge Crossing,4568445,8,8,2702,2219
Rosemarie Beedell,7874 Kim Drive,2431020,8,0,4063,3220
Vivia Echallier,647 Swallow Trail,871863,4,0,5259,2462
Chuck Antonowicz,78296 Bultman Avenue,4596510,1,6,21,2147
Karissa Eastam,72 Del Sol Avenue,497372,5,1,2786,2004
Ranee Cloonan,51 Rockefeller Lane,4443885,5,2,4577,2326
Benny Sommersett,112 Sutherland Hill,4315266,0,4,5307,2061
Jarrad Jackes,82225 Prairieview Drive,1206635,4,8,72,2437
Merlina Curdell,5305 Boyd Drive,2185207,1,2,3702,2613
Justin Russ,3023 Burning Wood Drive,750575,5,3,2408,217
Leola Sevin,96821 Coleman Point,1618237,6,2,3364,1491
Ase Jansky,3164 Dahle Point,4238636,3,0,5132,600
Karyl Lidgley,023 Hauk Lane,1731783,1,0,3010,2110
Tobiah Kunzel,911 Carioca Crossing,3498224,3,2,4843,3130
Daloris De Clairmont,48 Havey Court,812490,6,1,2690,875
Cletis Ree,07 Moose Avenue,1321195,8,4,4261,2781
Nicolas Howen,9 Leroy Drive,1982315,5,7,4380,238
Amalie Orrum,8 Rusk Street,4108208,6,8,447,344
Hetti Monelle,56 Schiller Way,4908266,1,1,3338,1217
Eden Hiner,04 Ridge Oak Court,1044809,7,8,202,3033
Merry Whitsey,5 Bashford Avenue,1836960,5,5,59,2874
Hercule Severwright,1 Kingsford Lane,3791477,1,0,3362,1356
Arny Barth,029 Lakeland Trail,4198675,7,4,1681,3243
Dickie Malarkey,79 Lighthouse Bay Circle,2844931,1,2,1820,2653
Bridgette Duiged,1 Burrows Court,2401736,0,0,3889,2958
Zacharias Orbon,953 Sage Terrace,448031,7,7,20,1689
Quintin Hilley,90 Dennis Road,2069184,6,1,1166,453
Valentia Innott,2 Chive Circle,1863500,8,7,4055,257
Nollie Lynett,5640 Oak Circle,4439733,5,1,483,3067
Herold Hinrich,390 Scott Alley,1902205,3,8,4482,375
Petronilla Bristo,16825 David Street,933510,8,5,1878,3370
Eunice Dedham,307 Judy Center,514339,4,5,694,431
Ragnar Mercey,2931 Mitchell Crossing,4633934,6,1,4697,213
Maitilde Goundry,57353 Sutteridge Crossing,1900679,6,1,1146,115
Casandra Hun,342 Burning Wood Drive,4652151,4,2,3410,2151
Carmelle Damper,4204 Manitowish Drive,4882693,0,4,2029,1739
Bobine Burhill,7 High Crossing Lane,4910018,8,4,4540,703
Alaric Cotesford,87 Dexter Trail,2188206,5,4,2497,1275
Fabian Ricardon,83 Hansons Drive,3503009,5,0,2832,2261
Doyle Beslier,4512 Almo Place,1155013,2,8,1003,410
Shayne Mowsdill,38931 Spaight Point,1846837,5,1,909,2587
Marleah Dobell,15 Trailsway Pass,4278930,7,0,1921,1154
Jelene Kiebes,5 Dunning Crossing,710198,7,8,5387,803
Tripp Rentenbeck,284 Pennsylvania Way,3511565,2,1,3267,1878
Frederic Dallicoat,880 Magdeline Pass,4274354,4,0,1234,2332
Frankie Rollingson,96 Clemons Street,2626333,2,2,5127,1237
Garrot Panas,6 Del Sol Point,3101356,8,7,3683,1647
Lyon Marrington,2580 Bartillon Lane,3124915,0,4,1318,174
Cristina Lembke,2293 Pine View Parkway,4008731,8,2,4839,3256
Ninetta Pedrocco,57568 8th Way,910343,0,5,1650,2782
Datha Cumberledge,5 Clarendon Pass,3216721,3,6,5079,3214
Marcelia Fitt,4095 Dixon Way,4313238,8,5,4952,2226
Manuel Peirson,3 Judy Road,2082461,3,4,1971,1424
Ardath Adshede,2486 Northwestern Road,3281129,3,6,862,911
Merrick Coggan,8 Crowley Court,4240446,1,2,4612,3195
Liv McIlvaney,19 Swallow Terrace,435282,1,7,3310,1599
Dannie Joselovitch,5770 Corscot Lane,4819862,6,6,729,1988
Kit Crolla,9 Heffernan Parkway,4686408,0,0,713,1925
Liz McLoney,34 Manitowish Junction,4131083,1,3,483,3432
Tanny Renwick,86097 Charing Cross Crossing,3732613,8,0,372,2814
Thurstan Edbrooke,15 Oakridge Junction,1820368,3,4,3128,3125
Pierson Faley,22260 Commercial Avenue,2808813,5,8,2706,527
Mordy Tickel,0 Monica Road,3929527,0,5,4313,139
Gianina Buckoke,98 Arizona Street,4499305,7,0,4506,2931
Janela Oxbrow,23 Bellgrove Parkway,3468133,0,8,3832,718
Pattin Cleworth,9 Reindahl Park,3467802,7,5,729,902
Jeane Costan,885 Helena Way,1288800,6,5,5200,1539
Theresina Andryunin,5120 Pierstorff Parkway,904134,1,3,5061,2761
Kelley Northleigh,317 Straubel Lane,1503993,4,3,5414,2048
Ware Burchett,46 Caliangt Trail,527802,3,2,323,2142
Benny Bosman,0349 Northfield Way,4717786,5,4,5400,1751
Irina Kerwick,41 Heffernan Way,3517307,0,0,309,2454
Lyndy Sprowell,358 Judy Place,2688650,1,2,4192,2147
Elaine Camolli,201 Moland Street,4503923,6,6,5220,1994
Ainslie Baldocci,3046 Welch Park,1624188,1,4,2912,3040
Arlyne Swafford,9797 Schiller Pass,433327,8,5,313,2871
Nell Husk,88 Summit Drive,2241836,0,8,385,275
Nessi Charlet,483 Forster Junction,1759900,7,3,3637,3354
Melinda Grabeham,66114 Waubesa Point,3574243,6,3,2047,1930
Kriste Pryde,4351 Kingsford Drive,2614447,8,7,4476,839
Kamila Moakson,06 Knutson Plaza,2363835,1,3,5165,2120
Shelagh Leinthall,2848 Sugar Trail,3482389,6,4,909,2213
Rollo Apark,361 Commercial Plaza,4115645,8,0,4347,546
Silva Cutmere,042 Mcbride Hill,4611812,0,4,995,1576
Mercedes Gamlyn,0384 Scofield Drive,3247970,7,6,2592,63
Tiffy Lilywhite,69958 Pepper Wood Circle,4388708,7,2,1841,2975
Arther Beddard,57 Menomonie Street,4683114,1,8,5285,3342
Vilma Ferenczi,23 Novick Road,1127952,2,0,4532,2448
Shauna Childes,053 Portage Terrace,4134989,0,3,3374,1231
Jud Stamper,39523 Burrows Lane,2759839,4,5,3770,651
Seamus Jekyll,55384 Rigney Parkway,4217352,8,6,4567,1336
Adrianna Puttock,5042 Monterey Center,1683925,3,1,2842,3319
Bev Goscar,09 Dunning Avenue,4097237,1,2,4294,1898
Thedric Ohrtmann,794 3rd Place,3036406,8,7,1678,194
Colin McIlheran,7 Barnett Pass,1270740,6,6,1549,2012
Pam Puckring,228 Crownhardt Road,3800612,5,0,1700,2614
Jorey Finnemore,0 Ohio Point,576735,7,8,1103,1263
Roderick Arstall,7111 Drewry Avenue,2736563,8,3,1733,471
Aileen Coakley,2260 Dennis Drive,421353,5,7,539,3487
Way Galler,9508 Golden Leaf Lane,3084867,8,1,450,2767
Herb Emett,24 Grasskamp Crossing,3867692,4,1,5317,1507
Allx Rapkins,9 Moose Crossing,2160854,4,3,4550,879
Pegeen Sellner,2 Eliot Lane,4586368,6,0,2439,3052
Ardella Thys,788 Hanson Center,2256915,6,4,1794,1383
Korry Cosslett,657 Cordelia Pass,1694795,7,8,1009,690
Babs Mantram,0 Transport Junction,987645,2,1,1920,201
Adan Pharrow,04 Sundown Lane,2502668,4,5,670,2140
Mikey Ferrettino,1799 Menomonie Road,1023739,3,3,1753,392
Desmond Beveredge,25353 Graceland Point,3165885,3,2,1757,2344
Kalvin Newton,374 Union Drive,1366970,5,2,1830,3244
Lee Favelle,24511 Erie Avenue,860590,8,4,4916,2729
Phineas Bulteel,983 Bultman Hill,2596329,1,7,4850,22
Holden Tumioto,94831 Claremont Plaza,1689672,5,4,3337,1617
Suki Doddemeede,1997 Daystar Trail,4935288,8,8,586,1995
Cristine Desesquelle,154 Sheridan Center,4210313,4,1,1454,485
Hewe Gledhill,28968 Mifflin Drive,3543265,0,6,807,2180
Jephthah Gantlett,3670 Vera Terrace,820146,6,4,3505,2922
Bess Zmitrichenko,1 Helena Junction,665988,8,7,4263,2418
Leonanie Leece,74 Elka Street,1645432,3,2,2476,2702
Stacia Diggell,89917 Nelson Lane,1134959,6,3,4422,2776
Nerta Tackell,4 Crest Line Way,576927,1,4,3090,1532
Lena Schulze,43545 Prairieview Junction,4190785,2,2,302,2407
Hilarius Blaby,191 Annamark Plaza,2283404,2,3,3703,2198
Brant Atty,2 Summer Ridge Street,1717055,7,2,3142,31
Husain Lewty,02377 Buell Terrace,1743443,0,1,185,1562
Glad Rookes,1 Cottonwood Place,3924331,7,7,479,2442
Wendy Spawton,93751 Fallview Trail,4141299,6,3,2385,3299
Ardath Grote,32941 Grayhawk Court,375884,2,0,1384,2892
Margarethe Theodore,158 American Circle,727503,8,4,3187,810
Thorny Giscken,51549 Armistice Junction,4105588,7,6,971,737
Dorthea Barry,9 Westridge Parkway,4105138,6,1,4856,2872
Arlinda Birdall,4 Brickson Park Junction,3482418,3,5,959,1849
Justinn Elrick,787 Burning Wood Junction,4053653,6,5,5196,3058
Orton Benmore,197 Harbort Court,470335,5,1,909,3121
Rutger Swindin,2 Hollow Ridge Junction,3671966,4,4,4098,3368
Emmery Jancic,223 Kensington Pass,3126509,2,6,4522,3073
Addy Tradewell,6 Gale Parkway,2010040,2,6,3467,340
Gladys Bock,85 Steensland Junction,4796363,3,2,270,3088
Emerson Normanell,027 Lakewood Gardens Circle,1561333,5,8,268,1650
Nichole Dominicacci,7546 New Castle Drive,2273242,6,3,2020,1881
Durward Cathcart,261 Bluejay Avenue,3101026,8,7,2330,2567
Shaun Duberry,14 Leroy Road,3214253,4,5,5335,2939
Chane Humberstone,982 Hermina Park,4312917,8,1,4994,2356
Selina Mazzilli,083 David Alley,2984594,1,7,3296,1585
Everard Ackenson,62 Bayside Trail,1882100,8,6,5440,18
Elita Rickarsey,181 Eliot Parkway,1548984,8,2,1589,3370
Pam Saich,4129 Heffernan Parkway,4074498,2,2,1953,2265
Fionna Tomala,87 Vermont Hill,3328730,7,8,3963,3247
Lurlene Gillespie,41 Welch Way,4121161,2,8,5,1320
Meaghan Cristou,769 Sachs Avenue,2605790,0,7,5256,2650
Jessa Polendine,486 Boyd Trail,3201160,6,2,5495,2753
Syman Nelm,7695 Bonner Lane,2808507,1,3,3601,2484
Isabel Marco,3 Cascade Alley,4129334,0,6,3533,76
Jake Grzes,1 Dryden Road,711487,1,0,232,2505
Danielle Fellow,76 Browning Circle,1828613,5,0,2402,1629
Ferdie Quarrington,14938 David Court,4236430,6,8,273,315
Prentice Corwin,9 Bultman Pass,2822854,5,4,3210,47
Gilberta Thoresbie,1429 Rutledge Park,2243487,3,4,2836,402
Sebastiano Callington,862 Granby Alley,430573,7,6,373,1461
Kalindi Hargreaves,38 Onsgard Place,2376063,2,7,1951,2498
Jared Ebi,723 Rusk Court,655874,3,3,940,300
Hollie Deners,72 Oxford Terrace,3751223,8,0,4482,1852
Filmer Dumpleton,72874 Kedzie Way,2021999,7,6,2371,2578
Doretta Grigoryov,3 Waubesa Street,4525134,8,7,1106,2791
Massimiliano Beavis,0 Acker Lane,2226849,0,3,1378,2933
Ingaborg Buntain,48088 Continental Avenue,4562832,1,4,1000,1602
Reinaldos Derkes,40671 Northfield Parkway,3776145,7,5,2822,1395
Carrol Hardiman,9249 Scott Street,993851,8,4,3046,1332
Ketti Hatt,0397 Loeprich Park,4036363,0,6,1555,716
Ursuline Dewfall,29635 Lindbergh Terrace,3102074,0,7,2232,524
Godwin Hallede,3566 Butternut Plaza,3146014,8,2,3949,2677
Horatio Osichev,21550 Anderson Park,407569,1,6,3164,2086
Billy Vasilchenko,9 Gulseth Crossing,4489124,5,5,4695,223
Osborn Sisland,45128 Spenser Hill,4949928,1,7,3569,3257
Bobby Ierland,16745 Riverside Lane,3773322,5,3,3242,791
Cherilyn Kenforth,89808 Almo Point,4300068,4,5,2664,326
Lindie Passman,15867 Basil Plaza,906585,5,4,2068,475
Chuck Vondra,17 Summer Ridge Way,3893514,7,3,5370,2039
Meghann Beesley,83855 Hallows Avenue,3288165,2,2,5385,3055
Noah Toller,32053 Mesta Point,1403828,6,0,563,1891
Ertha Jepensen,1 Menomonie Hill,3855062,6,1,3445,101
Fanchon Simanenko,8 Clyde Gallagher Road,4101020,6,3,424,3068
Cleo Bickford,4859 Jackson Road,3026231,7,8,1824,3168
Deonne Lennard,0421 Hovde Place,912416,2,0,1270,2769
Robena Burnside,48146 Raven Alley,459457,6,8,5068,1837
Hersch Pettegre,2586 Cambridge Lane,807663,3,5,600,1055
Lynnell Calderbank,6 Eagan Pass,1618533,3,7,1920,3195
Leanora Belch,578 Meadow Valley Lane,976184,2,1,1560,2968
Elvin Huggon,69765 Northwestern Trail,960033,0,5,2660,3220
Brandy Fancet,82 Algoma Way,1264305,3,8,3526,2045
Morten Bercevelo,55151 Forest Dale Junction,2982318,8,5,1437,603
Cristionna Itzhaki,5196 Sheridan Hill,3984104,4,1,4984,1909
Leonie Loyd,37 Nelson Junction,909498,7,4,1062,3457
Cthrine Glowach,7 American Ash Trail,1800891,1,1,1126,2501
Anthia De Gregorio,4 Reindahl Avenue,3455886,7,3,3219,2208
Thibaud Ladbrooke,67890 Bowman Place,1345542,3,6,3026,658
Taryn Clemes,64 Melrose Hill,2779342,2,8,1086,1799
Fenelia O'Mara,56196 Hagan Lane,623353,5,3,452,965
Rhonda Paterno,32224 Texas Park,2914621,7,7,4465,209
Antoinette Barr,24 Lindbergh Crossing,751659,2,4,171,1255
Abagael Scripps,31697 Crest Line Hill,3695501,5,8,1139,2129
Homere De Beauchamp,65490 Holmberg Plaza,2564434,6,6,4905,337
Natasha Eliyahu,87 Utah Park,3052190,5,2,1185,953
Anya Jenicek,090 Kenwood Hill,1640786,0,4,962,3450
Quinlan Dorey,49 Park Meadow Terrace,1698408,5,5,3519,1766
Cynde Radwell,7 Lotheville Lane,3143026,2,0,474,3353
Mahmud O'Carrol,169 Loomis Center,3986677,6,0,3157,2053
Egbert Purkiss,240 Manley Pass,3711911,1,5,3626,513
Dyane Lomb,0 Coleman Hill,3402838,1,7,4094,1484
Ely Leefe,9 Dixon Junction,3411352,8,4,691,2250
Giuseppe Rickarsey,58 Larry Plaza,3965921,0,3,2503,2126
